Container Number,Container Type,Project,Field ID,Treatment,Collection Date,Seed Type,Number Seeds,SCM Larvae Sum,SCM Pupae Sum,SCM Seed,Phorid Seed,Other Damage,Wireworms,Other Seeds,Wireworm Presence/absence,Grub presence/absence,Checked?,Ordered Entered,Notes
25_D_1359,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,82,
25_D_1360,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,65,
25_D_1363,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,125,
25_D_1364,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,70,
25_D_1365,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,71,
25_D_1367,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,YES,Y,80,
25_D_1369,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,113,
25_D_1370,DELI,R,SMI_BUR,FUNG,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,YES,Y,64,
25_D_1357,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,103,
25_D_1361,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,117,
25_D_1362,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,124,
25_D_1366,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,79,
25_D_1368,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,99,
25_D_1371,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,81,
25_D_1372,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,100,
25_D_1373,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,102,
25_D_1374,DELI,R,SMI_BUR,NEONIC,6/2/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,101,
25_D_1093,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,495,
25_D_1094,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,498,
25_D_1095,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,322,
25_D_1096,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,17,0,0,0,0,0,0,0,NO,NO,Y,324,
25_D_1099,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,693,
25_D_1100,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,29,
25_D_1101,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,42,
25_D_1102,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,27,
25_D_1103,DELI,R,SMI_COB,NEONIC,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,28,
25_D_1091,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,YES,Y,497,
25_D_1092,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,496,
25_D_1097,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,YES,Y,41,
25_D_1098,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,694,
25_D_1104,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,16,1,0,1,0,0,0,0,NO,NO,Y,323,
25_D_1105,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,40,
25_D_1106,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,686,
25_D_1107,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,685,
25_D_1108,DELI,R,SMI_COB,FUNG,5/20/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,700,
25_D_2482,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2483,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,738,
25_D_2484,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2485,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2486,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2487,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2488,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2489,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2490,DELI,R,SMI_CON_1,NEONIC,7/2/25,SOY,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2491,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2492,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2493,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2494,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2495,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2496,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2497,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2499,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,3,0,0,0,3,0,3,NO,NO,Y,,
25_D_2498,DELI,R,SMI_CON_1,FUNG,7/2/25,SOY,15,0,0,0,0,5,0,5,NO,NO,Y,,
25_D_1324,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1321,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,420,
25_D_1322,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,419,
25_D_1323,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,332,
25_D_1325,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,331,
25_D_1326,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,55,
25_D_1327,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,336,
25_D_1328,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,422,
25_D_1329,DELI,R,SMI_CON_2,FUNG,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,421,
25_D_1330,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,335,
25_D_1331,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,16,1,0,0,0,0,0,0,NO,NO,Y,334,
25_D_1332,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,333,
25_D_1333,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,328,
25_D_1334,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,325,
25_D_1335,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,330,
25_D_1336,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,17,0,0,0,0,0,0,0,NO,NO,Y,329,
25_D_1337,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,326,
25_D_1338,DELI,R,SMI_CON_2,NEONIC,5/28/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,327,
25_D_1075,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,14,6,0,2,0,3,0,3,NO,YES,Y,493,
25_D_1076,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,14,0,0,0,0,1,2,3,YES,NO,Y,258,
25_D_1077,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,13,0,1,0,0,3,1,3,YES,NO,Y,257,
25_D_1079,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1085,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,15,2,0,0,0,5,0,5,NO,NO,Y,696,
25_D_1073,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,8,0,4,0,3,0,3,NO,YES,Y,265,
25_D_1074,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,494,
25_D_1078,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,3,0,2,0,0,0,0,NO,YES,Y,266,
25_D_1080,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,14,1,1,1,0,0,0,0,NO,NO,Y,684,
25_D_1081,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,15,3,1,2,0,0,0,0,NO,NO,Y,683,
25_D_1082,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,4,0,1,0,5,0,5,NO,NO,Y,690,
25_D_1083,DELI,R,SMI_DOU,NEONIC,5/20/25,SOY,15,0,0,0,0,4,0,4,NO,NO,Y,263,
25_D_1084,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,4,0,4,0,3,0,3,NO,YES,Y,264,
25_D_1086,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,2,0,1,0,1,0,1,NO,NO,Y,695,
25_D_1087,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,16,2,0,1,0,0,0,0,NO,NO,Y,699,
25_D_1088,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,2,0,2,0,4,0,4,NO,YES,Y,491,
25_D_1089,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,17,0,0,0,0,0,0,0,NO,NO,Y,692,
25_D_1090,DELI,R,SMI_DOU,FUNG,5/20/25,SOY,15,9,0,4,0,3,0,3,NO,YES,Y,492,
25_D_2338,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,743,
25_D_2339,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,9,0,0,0,2,0,2,NO,NO,Y,,
25_D_2340,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,16,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2341,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2342,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,17,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2343,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2344,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,YES,Y,,
25_D_2345,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,516,
25_D_2346,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,17,0,0,0,0,4,1,5,NO,NO,Y,,
25_D_2347,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2348,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2349,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2350,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2351,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2352,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,14,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2353,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,18,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2354,DELI,R,SMI_HOF_1,NEONIC,6/25/25,FIELD CORN,18,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2355,DELI,R,SMI_HOF_1,FUNG,6/25/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2410,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,13,0,0,0,0,0,0,0,NO,NO,,,
25_D_2411,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2412,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,724,
25_D_2413,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,726,
25_D_2414,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,725,
25_D_2415,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2416,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2417,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2418,DELI,R,SMI_HOF_2,NEONIC,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2419,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2420,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,14.5,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2421,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,0,0,0,0,4,0,4,NO,NO,Y,,
25_D_2422,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_2423,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_2424,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_2425,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_2426,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,14,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_2427,DELI,R,SMI_HOF_2,FUNG,6/27/25,SOY,15,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_1536,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1536,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1537,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1538,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,4,0,1,0,0,0,0,NO,NO,Y,,
25_D_1539,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,2,2,NO,NO,Y,,
25_D_1540,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1541,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,3,0,0,0,0,0,0,NO,NO,Y,,
25_D_1542,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,3,0,1,0,0,0,0,NO,NO,Y,,
25_D_1543,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,N/A,0,0,0,0,0,0,0,NO,NO,Y,485,"NUMBER OF SEEDS NOT WRITTEN, no numbers written"
25_D_1544,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,3,0,3,NO,NO,Y,,
25_D_1545,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,2,0,0,0,0,0,0,NO,NO,Y,,
25_D_1546,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,17,2,0,0,0,0,0,0,NO,NO,Y,,
25_D_1547,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,13,2,0,0,0,0,0,0,NO,NO,Y,,
25_D_1548,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1549,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1550,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1551,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1552,DELI,R,SMI_LAT,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,6,0,6,NO,NO,Y,,
25_D_1553,DELI,R,SMI_LAT,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1554,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,7,0,7,NO,NO,Y,,
25_D_1555,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,14,0,14,NO,NO,Y,,
25_D_1556,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1557,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,9,0,9,NO,NO,Y,,
25_D_1558,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,16,0,0,0,0,13,0,13,NO,NO,Y,,
25_D_1559,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,12,0,12,NO,NO,Y,,
25_D_1560,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,4,0,4,NO,NO,Y,,
25_D_1561,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,13,0,13,NO,NO,Y,,
25_D_1562,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,13,0,13,NO,NO,Y,,
25_D_1563,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,14,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_1564,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1565,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1566,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1567,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,12,0,12,NO,NO,Y,,
25_D_1568,DELI,R,SMI_MCC,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1570,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1571,DELI,R,SMI_MCC,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1751,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,574,
25_D_1752,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,6,0,0,0,0,0,0,NO,NO,Y,573,
25_D_1753,DELI,R,STA_BLO,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,579,
25_D_1754,DELI,R,STA_BLO,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,578,
25_D_1755,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1760,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1764,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,8,0,0,0,2,0,2,NO,NO,Y,583,
25_D_1766,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1767,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,1,0,0,0,0,0,0,NO,NO,Y,,
25_D_1768,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,4,0,0,0,0,0,0,NO,NO,Y,,
25_D_1769,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,572,
25_D_1770,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,5,0,0,0,5,0,5,NO,NO,Y,,
25_D_1772,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,569,
25_D_1773,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,571,
25_D_1774,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,570,
25_D_1776,DELI,R,STA_BLO,NEONIC,6/16/25,FIELD CORN,16,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1782,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,15,2,0,0,0,3,0,3,NO,NO,Y,,
25_D_1788,DELI,R,STA_BLO,FUNG,6/16/25,FIELD CORN,16,1,0,0,0,8,0,8,NO,NO,Y,586,
25_D_1784,DELI,R,STA_FRE,FUNG,6/11/25,SOY,15,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_1843,DELI,R,STA_FRE,FUNG,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1844,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1845,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1846,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1847,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,0,0,0,0,5,0,5,NO,NO,Y,,
25_D_1848,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1849,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,10,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1850,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1851,DELI,R,STA_FRE,FUNG,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1852,DELI,R,STA_FRE,FUNG,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1853,DELI,R,STA_FRE,FUNG,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1854,DELI,R,STA_FRE,FUNG,6/11/25,SOY,16,0,0,0,0,6,0,6,NO,NO,Y,,
25_D_1855,DELI,R,STA_FRE,FUNG,6/11/25,SOY,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1856,DELI,R,STA_FRE,FUNG,6/11/25,SOY,16,0,0,0,0,5,0,5,NO,NO,Y,,
25_D_1857,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,1,0,0,0,3,0,3,NO,NO,Y,,
25_D_1858,DELI,R,STA_FRE,FUNG,6/11/25,SOY,10,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1875,DELI,R,STA_FRE,NEONIC,6/11/25,SOY,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1819,DELI,R,STA_KRE,NEONIC,6/12/25,FIELD CORN,15,1,0,0,0,3,0,3,NO,NO,Y,,
25_D_1820,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,18,0,0,0,0,4,0,4,NO,NO,Y,,
25_D_1821,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1822,DELI,R,STA_KRE,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,1,0,1,NO,NO,Y,,
25_D_1823,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,14,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1824,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,16,0,0,0,0,2,0,2,NO,NO,Y,,
25_D_1825,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,15,3,0,0,0,4,0,4,NO,NO,Y,,
25_D_1826,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,17,5,0,0,0,1,0,1,NO,NO,Y,,
25_D_1865,DELI,R,STA_KRE,NEONIC,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
25_D_1866,DELI,R,STA_KRE,FUNG,6/12/25,FIELD CORN,15,0,0,0,0,0,0,0,NO,NO,Y,,
