Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Seeds present,Dead seeds,White grubs,Wireworm,Seedcorn maggot,Other damage,Notes
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,3,0,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,4,5,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,5,4,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,6,10,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,7,2,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,8,3,0,No,No,No,No,
Julie Kikkert,KIK_HAR,7/1/2025,V3/V4,Sweet corn,Fung,9,5,0,No,No,No,Clipped,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,1,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,2,1,0,No,No,No,Cutworm,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,3,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,4,2,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,5,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,7,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,8,1,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Neonic,9,1,1,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,1,1,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,2,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,3,1,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,4,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,5,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,7,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,8,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/17/2025,VE/V1,Sweet corn ,Fung,9,1,1,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,1,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,2,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,3,1,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,4,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,5,1,1,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,7,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,8,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Neonic,9,1,1,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,1,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,2,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,3,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,4,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,5,1,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,7,1,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,8,0,0,No,No,No,No,
Julie Kikkert,KIK_MYT,6/20/2025,V3/V4,Sweet corn,Fung,9,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,1,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,2,1,1,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,3,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,4,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,5,1,0,No,No,No,Cutworm,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,7,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,8,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Neonic,9,1,0,No,No,No,Cutworm,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,1,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,2,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,3,2,1,No,No,No,Cutworm,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,4,1,1,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,5,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,7,2,0,No,No,No,Cutworm,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,8,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/17/2025,VE/V1,Sweet corn,Fung,9,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,1,1,1,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,2,2,0,No,No,No,Clipped,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,3,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,4,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,5,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,6,3,0,No,No,No,Clipped,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,7,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,8,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Neonic,9,3,3,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,1,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,2,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,3,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,4,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,5,1,1,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,6,0,0,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,7,3,3,No,No,No,No,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,8,2,0,No,No,No,Clipped,
Julie Kikkert,KIK_MBF,6/24/2025,V3/V4,Sweet corn,Fung,9,2,2,No,No,No,No,
