ID,Container Number,Project,Seed type,Number Seeds,SCM Seeds,Other Seeds,Total SCM Maggots,Total SCM Pupae,Number Wireworm,Phorid Seeds,Total Phorid Maggots,Total Phorid Pupae,Notes
4083,4283,C,Total,10,1,0,1,0,0,0,0,0,
4084,4300,C,Bean,7,0,1,0,1,0,0,0,0,
4085,4300,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4086,4300,C,Total,7,0,1,0,1,0,0,0,0,
4087,4293,C,Bean,10,0,0,0,0,0,0,0,0,
4088,4293,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4089,4293,C,Total,10,0,0,0,0,0,0,0,0,
4090,4477,M,Bean,9,0,2,0,0,0,0,0,0,
4091,4477,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4092,4477,M,Total,9,0,2,0,0,0,0,0,0,
4093,4399,M,Bean,9,0,1,0,0,0,0,0,0,
4094,4399,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
4095,4399,M,Total,9,0,1,0,0,1,0,0,0,
4096,4398,M,Corn,10,0,1,0,0,0,0,0,0,
4097,4398,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4098,4398,M,Total,10,0,1,0,0,0,0,0,0,
4099,4511,M,Corn,9,0,0,0,0,0,0,0,0,
4100,4511,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4101,4511,M,Total,9,0,0,0,0,0,0,0,0,
4102,4392,M,Bean,10,0,2,0,0,0,0,0,0,
4103,4392,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4104,4392,M,Total,10,0,2,0,0,0,0,0,0,
4105,4469,M,Corn,10,0,0,0,0,0,0,0,0,
4106,4469,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4107,4469,M,Total,10,0,0,0,0,0,0,0,0,
4108,4514,M,Corn,10,0,0,0,0,0,0,0,0,
4109,4514,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4110,4514,M,Total,10,0,0,0,0,0,0,0,0,
4111,4223,C,Corn,15,0,0,0,0,0,0,0,0,
4112,4223,C,Loose,NA,NA,NA,0,1,0,NA,0,0,
4113,4223,C,Total,15,0,0,0,1,0,0,0,0,
4114,4233,C,Corn,15,0,0,0,0,0,0,0,0,
4115,4233,C,Loose,NA,NA,NA,1,6,0,NA,0,0,
4116,4233,C,Total,15,0,0,1,6,0,0,0,0,
4117,3855,M,Corn,10,0,0,0,0,0,0,0,0,
4118,3855,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4119,3855,M,Total,10,0,0,0,0,0,0,0,0,
4120,3766,M,Corn,10,0,0,0,0,0,0,0,0,
4121,3766,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4122,3766,M,Total,10,0,0,0,0,0,0,0,0,
4123,3960,M,Bean,10,0,3,0,0,0,0,0,0,
4124,3960,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4125,3960,M,Total,10,0,3,0,0,0,0,0,0,
4126,3752,M,Bean,8,0,6,0,0,0,0,0,0,
4127,3752,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4128,3752,M,Total,8,0,6,0,0,0,0,0,0,
4129,4515,M,Bean,11,0,1,0,0,0,0,0,0,
4130,4515,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4131,4515,M,Total,11,0,1,0,0,0,0,0,0,
4132,4434,M,Bean,8,0,2,0,0,0,0,0,0,
4133,4434,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4134,4434,M,Total,8,0,2,0,0,0,0,0,0,
4135,4534,M,Bean,10,0,0,0,0,0,0,0,0,
4136,4534,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4137,4534,M,Total,10,0,0,0,0,0,0,0,0,
4138,4184,C,Corn,15,0,0,0,0,0,0,0,0,
4139,4184,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4140,4184,C,Total,15,0,0,0,0,0,0,0,0,
4141,3754,M,Corn,10,0,0,0,0,0,0,0,0,
4142,3754,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4143,3754,M,Total,10,0,0,0,0,0,0,0,0,
4144,3877,M,Corn,11,0,0,0,0,0,0,0,0,
4145,3877,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4146,3877,M,Total,11,0,0,0,0,0,0,0,0,
4147,3858,M,Bean,9,0,0,0,0,0,0,0,0,
4148,3858,M,Loose,NA,NA,NA,0,0,0,NA,1,0,
4149,3858,M,Total,9,0,0,0,0,0,0,1,0,
4150,3753,M,Bean,9,0,0,0,0,0,0,0,0,
4151,3753,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4152,3753,M,Total,9,0,0,0,0,0,0,0,0,
4153,3755,M,Corn,10,0,0,0,0,0,0,0,0,
4154,3755,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4155,3755,M,Total,10,0,0,0,0,0,0,0,0,
4156,3868,M,Corn,10,0,0,0,0,0,0,0,0,
4157,3868,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4158,3868,M,Total,10,0,0,0,0,0,0,0,0,
4159,3859,M,Corn,10,0,0,0,0,0,0,0,0,
4160,3859,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4161,3859,M,Total,10,0,0,0,0,0,0,0,0,
4162,3864,M,Corn,9,0,0,0,0,0,0,0,0,
4163,3864,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4164,3864,M,Total,9,0,0,0,0,0,0,0,0,
4165,4258,C,Corn,0,1,0,1,0,0,0,0,0,Number of seeds not recorded.
4166,4258,C,Loose,NA,NA,NA,3,1,0,NA,0,0,
4167,4258,C,Total,0,1,0,4,1,0,0,0,0,
4168,4528,M,Bean,10,0,2,0,0,0,0,0,0,
4169,4528,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
4170,4528,M,Total,10,0,2,0,0,1,0,0,0,
4171,4518,M,Bean,10,0,1,0,0,0,0,0,0,
4172,4518,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4173,4518,M,Total,10,0,1,0,0,0,0,0,0,
4174,4524,M,Bean,9,0,0,0,0,0,0,0,0,
4175,4524,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4176,4524,M,Total,9,0,0,0,0,0,0,0,0,
4177,4486,M,Corn,10,0,2,0,0,0,0,0,0,
4178,4486,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4179,4486,M,Total,10,0,2,0,0,0,0,0,0,
4180,4517,M,Corn,10,0,0,0,0,0,0,0,0,
4181,4517,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4182,4517,M,Total,10,0,0,0,0,0,0,0,0,
4183,4474,M,Corn,10,0,2,0,0,0,0,0,0,
4184,4474,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4185,4474,M,Total,10,0,2,0,0,0,0,0,0,
4186,4516,M,Corn,10,0,1,0,0,0,0,0,0,
4187,4516,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4188,4516,M,Total,10,0,1,0,0,0,0,0,0,
4189,4467,M,Bean,10,0,0,0,0,0,0,0,0,
4190,4467,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4191,4467,M,Total,10,0,0,0,0,0,0,0,0,
4192,4478,M,Bean,10,0,6,0,0,0,0,0,0,
4193,4478,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4194,4478,M,Total,10,0,6,0,0,0,0,0,0,
4195,4483,M,Corn,7,0,1,0,0,0,0,0,0,
4196,4483,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4197,4483,M,Total,7,0,1,0,0,0,0,0,0,
4198,4472,M,Bean,8,0,3,0,0,0,0,0,0,
4199,4472,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4200,4472,M,Total,8,0,3,0,0,0,0,0,0,
4201,4490,M,Corn,9,0,2,0,0,0,0,0,0,
4202,4490,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4203,4490,M,Total,9,0,2,0,0,0,0,0,0,
4204,4505,M,Corn,10,0,2,0,0,0,0,0,0,
4205,4505,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4206,4505,M,Total,10,0,2,0,0,0,0,0,0,
4207,4470,M,Corn,10,0,3,0,0,0,0,0,0,
4208,4470,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4209,4470,M,Total,10,0,3,0,0,0,0,0,0,
4210,4527,M,Corn,10,0,1,0,0,0,0,0,0,
4211,4527,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
4212,4527,M,Total,10,0,1,0,0,1,0,0,0,
4213,4510,M,Bean,9,0,3,0,0,0,0,0,0,
4214,4510,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4215,4510,M,Total,9,0,3,0,0,0,0,0,0,
4216,4508,M,Bean,10,0,1,0,0,0,0,0,0,
4217,4508,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4218,4508,M,Total,10,0,1,0,0,0,0,0,0,
4219,4523,M,Corn,9,0,1,0,0,0,0,0,0,
4220,4523,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
4221,4523,M,Total,9,0,1,0,0,1,0,0,0,
4222,4552,M,Bean,9,0,4,0,0,0,0,0,0,
4223,4552,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4224,4552,M,Total,9,0,4,0,0,0,0,0,0,
4225,4533,M,Corn,10,0,2,0,0,0,0,0,0,
4226,4533,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4227,4533,M,Total,10,0,2,0,0,0,0,0,0,
4228,4532,M,Corn,11,0,1,0,0,0,0,0,0,
4229,4532,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4230,4532,M,Total,11,0,1,0,0,0,0,0,0,
4231,4501,M,Corn,10,0,1,0,0,0,0,0,0,
4232,4501,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4233,4501,M,Total,10,0,1,0,0,0,0,0,0,
4234,4481,M,Bean,10,0,2,0,0,0,0,0,0,
4235,4481,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4236,4481,M,Total,10,0,2,0,0,0,0,0,0,
4237,4922,R,Corn,10,0,0,0,0,0,0,0,0,
4238,4922,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4239,4922,R,Total,10,0,0,0,0,0,0,0,0,
4240,4912,R,Bean,8,0,2,0,0,0,0,0,0,
4241,4912,R,Loose,NA,NA,NA,0,4,0,NA,0,0,
4242,4912,R,Total,8,0,2,0,4,0,0,0,0,
4243,4977,C,Bean,10,0,1,0,0,1,0,0,0,
4244,4977,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4245,4977,C,Total,10,0,1,0,0,1,0,0,0,
4246,4936,C,Bean,8,0,3,0,0,0,0,0,0,
4247,4936,C,Loose,NA,NA,NA,6,21,0,NA,0,0,
4248,4936,C,Total,8,0,3,6,21,0,0,0,0,
4249,4437,M,Corn,10,0,1,0,0,0,0,0,0,
4250,4437,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4251,4437,M,Total,10,0,1,0,0,0,0,0,0,
4252,4420,M,Bean,10,0,3,0,0,0,0,0,0,
4253,4420,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4254,4420,M,Total,10,0,3,0,0,0,0,0,0,
4255,4449,M,Bean,10,0,4,0,0,0,0,0,0,
4256,4449,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4257,4449,M,Total,10,0,4,0,0,0,0,0,0,
4258,4459,M,Bean,9,0,1,0,0,0,0,0,0,
4259,4459,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4260,4459,M,Total,9,0,1,0,0,0,0,0,0,
4261,4379,M,Corn,9,0,3,0,0,0,0,0,0,
4262,4379,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4263,4379,M,Total,9,0,3,0,0,0,0,0,0,
4264,4422,M,Bean,10,0,1,0,0,0,0,0,0,
4265,4422,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4266,4422,M,Total,10,0,1,0,0,0,0,0,0,
4267,4461,M,Corn,10,0,1,0,0,0,0,0,0,
4268,4461,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4269,4461,M,Total,10,0,1,0,0,0,0,0,0,
4270,4458,M,Bean,11,0,6,0,0,0,0,0,0,
4271,4458,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4272,4458,M,Total,11,0,6,0,0,0,0,0,0,
4273,4407,M,Corn,10,0,0,0,0,0,0,0,0,
4274,4407,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4275,4407,M,Total,10,0,0,0,0,0,0,0,0,
4276,4413,M,Corn,10,0,3,0,0,0,0,0,0,
4277,4413,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4278,4413,M,Total,10,0,3,0,0,0,0,0,0,
4279,4403,M,Corn,10,0,1,0,0,0,0,0,0,
4280,4403,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4281,4403,M,Total,10,0,1,0,0,0,0,0,0,
4282,4411,M,Bean,10,0,1,0,0,0,0,0,0,
4283,4411,M,Loose,NA,NA,NA,0,0,1,NA,0,0,
4284,4411,M,Total,10,0,1,0,0,1,0,0,0,
4285,4987,C,Bean,10,0,0,0,0,0,0,0,0,
4286,4987,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4287,4987,C,Total,10,0,0,0,0,0,0,0,0,
4288,4933,R,Corn,10,0,0,0,0,0,0,0,0,
4289,4933,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4290,4933,R,Total,10,0,0,0,0,0,0,0,0,
4291,4959,C,Bean,8,0,0,0,0,0,0,0,0,
4292,4959,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4293,4959,C,Total,8,0,0,0,0,0,0,0,0,
4294,4939,C,Bean,10,0,0,0,0,0,0,0,0,
4295,4939,C,Loose,NA,NA,NA,0,1,0,NA,0,0,
4296,4939,C,Total,10,0,0,0,1,0,0,0,0,
4297,4943,C,Bean,10,0,0,0,0,0,0,0,0,
4298,4943,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4299,4943,C,Total,10,0,0,0,0,0,0,0,0,
4300,4919,R,Bean,10,0,2,0,0,0,0,0,0,
4301,4919,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4302,4919,R,Total,10,0,2,0,0,0,0,0,0,
4303,4994,C,Bean,10,0,0,0,0,0,0,0,0,
4304,4994,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4305,4994,C,Total,10,0,0,0,0,0,0,0,0,
4306,4991,C,Corn,14,0,0,0,0,0,0,0,0,
4307,4991,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4308,4991,C,Total,14,0,0,0,0,0,0,0,0,
4309,4929,R,Bean,10,0,1,0,0,0,0,0,0,
4310,4929,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4311,4929,R,Total,10,0,1,0,0,0,0,0,0,
4312,4918,R,Bean,10,0,1,0,0,0,0,0,0,
4313,4918,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4314,4918,R,Total,10,0,1,0,0,0,0,0,0,
4315,4917,R,Bean,8,0,0,0,0,0,0,0,0,
4316,4917,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4317,4917,R,Total,8,0,0,0,0,0,0,0,0,
4318,4975,C,Corn,10,0,0,0,0,0,0,0,0,
4319,4975,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4320,4975,C,Total,10,0,0,0,0,0,0,0,0,
4321,4973,C,Corn,10,0,0,0,0,0,0,0,0,
4322,4973,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4323,4973,C,Total,10,0,0,0,0,0,0,0,0,
4324,4972,C,Corn,10,0,0,0,0,0,0,0,0,
4325,4972,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4326,4972,C,Total,10,0,0,0,0,0,0,0,0,
4327,5008,R,Corn,10,0,0,0,0,0,0,0,0,
4328,5008,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4329,5008,R,Total,10,0,0,0,0,0,0,0,0,
4330,5003,C,Corn,10,0,1,0,0,0,0,0,0,
4331,5003,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4332,5003,C,Total,10,0,1,0,0,0,0,0,0,
4333,4182,C,Corn,20,0,0,0,0,0,0,0,0,Seed type unkown
4334,4182,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4335,4182,C,Total,20,0,0,0,0,0,0,0,0,
4336,4183,C,Corn,20,0,0,0,0,0,0,0,0,Seed type unkown
4337,4183,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4338,4183,C,Total,20,0,0,0,0,0,0,0,0,
4339,4181,C,Corn,20,0,0,0,0,0,0,0,0,Seed type unkown
4340,4181,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4341,4181,C,Total,20,0,0,0,0,0,0,0,0,
4342,4687,C,Bean,10,0,3,0,0,0,0,0,0,
4343,4687,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4344,4687,C,Total,10,0,3,0,0,0,0,0,0,
4345,4695,C,Bean,10,1,2,1,0,0,0,0,0,
4346,4695,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4347,4695,C,Total,10,1,2,1,0,0,0,0,0,
4348,4686,C,Bean,10,0,4,0,0,0,0,0,0,
4349,4686,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4350,4686,C,Total,10,0,4,0,0,0,0,0,0,
4351,4689,C,Bean,10,0,5,0,0,0,0,0,0,
4352,4689,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4353,4689,C,Total,10,0,5,0,0,0,0,0,0,
4354,4688,C,Bean,8,0,2,0,0,0,0,0,0,
4355,4688,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4356,4688,C,Total,8,0,2,0,0,0,0,0,0,
4357,4548,R,Corn,10,0,0,0,0,0,0,0,0,
4358,4548,R,Loose,NA,NA,NA,0,0,0,NA,0,0,
4359,4548,R,Total,10,0,0,0,0,0,0,0,0,
4360,4684,C,Bean,10,0,2,0,0,0,0,0,0,
4361,4684,C,Loose,NA,NA,NA,0,0,0,NA,0,0,
4362,4684,C,Total,10,0,2,0,0,0,0,0,0,
4363,4690,C,Bean,10,1,4,1,0,0,0,0,0,
4364,4690,C,Loose,NA,NA,NA,4,1,0,NA,0,0,
4365,4690,C,Total,10,1,4,5,1,0,0,0,0,
4366,4341,M,Bean,9,0,3,0,0,0,0,0,0,
4367,4341,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4368,4341,M,Total,9,0,3,0,0,0,0,0,0,
4369,4321,M,Corn,10,0,2,0,0,0,0,0,0,
4370,4321,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4371,4321,M,Total,10,0,2,0,0,0,0,0,0,
4372,4318,M,Bean,10,0,2,0,0,0,0,0,0,
4373,4318,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4374,4318,M,Total,10,0,2,0,0,0,0,0,0,
4375,4386,M,Bean,8,0,1,0,0,0,0,0,0,
4376,4386,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4377,4386,M,Total,8,0,1,0,0,0,0,0,0,
4378,4333,M,Bean,10,0,2,0,0,0,0,0,0,
4379,4333,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4380,4333,M,Total,10,0,2,0,0,0,0,0,0,
4381,4370,M,Bean,10,0,2,0,0,0,0,0,0,
4382,4370,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4383,4370,M,Total,10,0,2,0,0,0,0,0,0,
4384,4313,M,Corn,10,0,1,0,0,0,0,0,0,
4385,4313,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4386,4313,M,Total,10,0,1,0,0,0,0,0,0,
4387,4320,M,Corn,11,0,2,0,0,0,0,0,0,
4388,4320,M,Loose,NA,NA,NA,0,0,0,NA,0,0,
4389,4320,M,Total,11,0,2,0,0,0,0,0,0,
4390,4292,C,Corn,15,0,0,0,0,0,0,0,0,
4391,4292,C,Loose,NA,NA,NA,3,0,0,0,0,0,
4392,4292,C,Total,15,0,0,3,0,0,0,0,0,
4393,4706,C,Corn,13,0,0,0,0,0,0,0,0,
4394,4706,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4395,4706,C,Total,13,0,0,0,0,0,0,0,0,
4396,4733,C,Bean,10,0,1,0,0,0,0,0,0,
4397,4733,C,Loose,NA,NA,NA,0,0,0,,0,0,
4398,4733,C,Total,10,0,1,0,0,0,0,0,0,
4399,4717,C,Bean,8,2,1,3,0,0,0,0,0,
4400,4717,C,Loose,NA,NA,NA,1,1,0,0,0,0,
4401,4717,C,Total,8,2,1,4,1,0,0,0,0,
4402,4702,C,Bean,10,0,0,0,0,0,0,0,0,
4403,4702,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4404,4702,C,Total,10,0,0,0,0,0,0,0,0,
4405,4720,C,Bean,9,0,0,0,0,0,,0,0,
4406,4720,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4407,4720,C,Total,9,0,0,0,0,0,0,0,0,
4408,4718,C,Bean,9,0,2,0,0,0,0,0,0,
4409,4718,C,Loose,NA,NA,NA,0,1,0,0,0,0,
4410,4718,C,Total,9,0,2,0,1,0,0,0,0,
4411,4701,C,Bean,10,0,5,0,0,0,0,0,0,
4412,4701,C,Loose,NA,NA,NA,0,5,0,0,0,0,
4413,4701,C,Total,10,0,5,0,5,0,0,0,0,
4414,4285,C,Bean,9,1,2,1,0,0,0,0,0,
4415,4285,C,Loose,NA,NA,NA,3,0,0,0,0,0,
4416,4285,C,Total,9,1,2,4,0,0,0,0,0,
4417,4310,C,Corn,12,0,0,0,0,0,0,0,0,
4418,4310,C,Loose,NA,NA,NA,2,0,0,0,0,0,
4419,4310,C,Total,12,0,0,2,0,0,0,0,0,
4420,4301,C,Bean,10,0,0,0,0,0,0,0,0,
4421,4301,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4422,4301,C,Total,10,0,0,0,0,0,0,0,0,
4423,4729,C,Corn,11,0,0,0,0,0,0,0,0,
4424,4729,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4425,4729,C,Total,11,0,0,0,0,0,0,0,0,
4426,4730,C,Bean,10,0,3,0,0,0,0,0,0,
4427,4730,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4428,4730,C,Total,10,0,3,0,0,0,0,0,0,
4429,4709,C,Bean,10,0,0,0,0,0,0,0,0,
4430,4709,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4431,4709,C,Total,10,0,0,0,0,0,0,0,0,
4432,4725,C,Bean,9,0,1,0,0,0,0,0,0,
4433,4725,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4434,4725,C,Total,9,0,1,0,0,0,0,0,0,
4435,4735,C,Bean,8,0,1,0,0,0,0,0,0,
4436,4735,C,Loose,NA,NA,NA,1,1,0,0,0,0,
4437,4735,C,Total,8,0,1,1,1,0,0,0,0,
4438,4284,C,Bean,10,2,1,0,0,0,0,0,0,
4439,4284,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4440,4284,C,Total,10,2,1,0,0,0,0,0,0,
4441,4287,C,Bean,9,0,0,0,0,0,0,0,0,
4442,4287,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4443,4287,C,Total,9,0,0,0,0,0,0,0,0,
4444,4288,C,Bean,10,1,2,2,0,0,0,0,0,
4445,4288,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4446,4288,C,Total,10,1,2,2,0,0,0,0,0,
4447,4291,C,Bean,6,0,0,0,0,0,0,0,0,
4448,4291,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4449,4291,C,Total,6,0,0,0,0,0,0,0,0,
4450,4299,C,Bean,11,0,0,0,0,0,0,0,0,
4451,4299,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4452,4299,C,Total,11,0,0,0,0,0,0,0,0,
4453,4295,C,Corn,13,0,0,0,0,0,0,0,0,
4454,4295,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4455,4295,C,Total,13,0,0,0,0,0,0,0,0,
4456,4738,C,Bean,10,0,2,0,0,0,0,0,0,
4457,4738,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4458,4738,C,Total,10,0,2,0,0,0,0,0,0,
4459,4739,C,Bean,9,0,1,0,0,0,0,0,0,
4460,4739,C,Loose,NA,NA,NA,0,0,0,0,0,0,seed type unknown
4461,4739,C,Total,9,0,1,0,0,0,0,0,0,
4462,4820,C,Corn,15,0,2,0,0,0,0,0,0,
4463,4820,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4464,4820,C,Total,15,0,2,0,0,0,0,0,0,
4465,4811,C,Corn,14,0,1,0,0,0,0,0,0,
4466,4811,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4467,4811,C,Total,14,0,1,0,0,0,0,0,0,
4468,4810,C,Corn,12,0,0,0,0,0,0,0,0,
4469,4810,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4470,4810,C,Total,12,0,0,0,0,0,0,0,0,
4471,4815,C,Corn,14,0,1,0,0,0,0,0,0,
4472,4815,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4473,4815,C,Total,14,0,1,0,0,0,0,0,0,
4474,4818,C,Corn,14,0,0,0,0,0,0,0,0,
4475,4818,C,Loose,NA,NA,NA,0,1,0,0,0,0,
4476,4818,C,Total,14,0,0,0,1,0,0,0,0,
4477,4812,C,Corn,15,0,1,0,0,0,0,0,0,
4478,4812,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4479,4812,C,Total,15,0,1,0,0,0,0,0,0,
4480,4816,C,Corn,16,0,0,0,0,0,0,0,0,
4481,4816,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4482,4816,C,Total,16,0,0,0,0,0,0,0,0,
4483,4819,C,Corn,16,0,0,0,0,0,0,0,0,
4484,4819,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4485,4819,C,Total,16,0,0,0,0,0,0,0,0,
4486,4752,C,Bean,10,0,0,0,0,0,0,0,0,
4487,4752,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4488,4752,C,Total,10,0,0,0,0,0,0,0,0,
4489,4750,C,Bean,10,0,0,0,0,0,0,0,0,
4490,4750,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4491,4750,C,Total,10,0,0,0,0,0,0,0,0,
4492,4710,C,Bean,8,0,0,0,0,0,0,0,0,
4493,4710,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4494,4710,C,Total,8,0,0,0,0,0,0,0,0,
4495,4727,C,Corn,13,0,0,0,0,0,0,0,0,
4496,4727,C,Loose,NA,NA,NA,1,0,0,0,0,0,
4497,4727,C,Total,13,0,0,1,0,0,0,0,0,
4498,4728,C,Corn,10,0,0,0,0,0,0,0,0,
4499,4728,C,Loose,NA,NA,NA,0,0,1,0,0,0,
4500,4728,C,Total,10,0,0,0,0,1,0,0,0,
4501,4734,C,Corn,14,0,1,0,0,0,0,0,0,
4502,4734,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4503,4734,C,Total,14,0,1,0,0,0,0,0,0,
4504,4737,C,Corn,12,0,0,0,0,0,0,0,0,
4505,4737,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4506,4737,C,Total,12,0,0,0,0,0,0,0,0,
4507,4708,C,Corn,14,0,0,0,0,0,0,0,0,
4508,4708,C,Loose,NA,NA,NA,0,0,0,0,0,0,
4509,4708,C,Total,14,0,0,0,0,0,0,0,0,
4510,4231,C,Corn,13,0,2,0,0,0,0,0,0,
4511,4231,C,Loose,NA,NA,NA,1,0,0,0,0,0,
4512,4231,C,Total,13,0,2,1,0,0,0,0,0,
4513,4261,C,Corn,15,2,6,2,0,0,0,0,0,
4514,4261,C,Loose,NA,NA,NA,3,17,0,0,0,0,
4515,4261,C,Total,15,2,6,5,17,0,0,0,0,
4516,4254,C,Corn,15,0,1,0,0,0,0,0,0,
