,farm,date,year,calamosternus_granarius,colobopterus_erraticus,aphodius_fimetarius,otophorus,oscarinus_rusicola,alloblackburneus_rubeolus,acrossus_rubripennis,chilothorax_distinctus,teuchestes_fossor,labarrus_lividus,blackburneus_stercorosus,dialytellus_dialytoides,trichonotulus_scrofa,eupleurus_subterraneus,onthophagus_taurus,onthophagus_pensylvannicus,onthophagus_nuchicornis,onthophagus_hecate,unnamed_21,onthopagus_abundance,aphodius_abundance,total_abundance,q_0_richness,q_1_shannon,q_2_simpson,native_species_abundance,native_species_richness,native_species_proportion,unnamed_0,lat,long,corn,soybeans,sweet_corn,barley,winter_wheat,rye,oats,alfalfa,other_hay_non_alflafa,buckwheat,dry_beans,potatoes,misc_vegs_&_fruits,clover_wildflowers,fallow_idle_cropland,cherries,apples,grapes,christmas_trees,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,barren,deciduous_forest,evergreen_forest,mixed_forest,shrubland,grassland_pasture,woody_wetlands,herbaceous_wetlands,total,ag,ag_prop,nat,nat_prop,semi_nat,semi_nat_prop,dev,dev_prop,other,other_prop,woodland,woodland_prop,forest_prop,total_nat_prop,drainage,soil_texture,julian_day,season,sorghum,sunflower,spring_wheat,sugarbeets,onions,cucumbers,peas,sod_grass_seed,other_tree_crops,aquaculture,triticale,carrots,broccoli,greens,squash,dbl_crop_triticale_corn,pumpkins
138,Honeyhill,2022-08-11,2022,0,1,0,3,1,0,0,0,0,0,0,0,0,0,6,0,0,0,,6,5,11,4,3.067768403,2.574468085,1,1,0.2,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,223,summer,,,,,,,,,,,,,,,,,
139,Rugenstein,2022-08-11,2022,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,4,2,1.754765351,1.6,0,0,0.0,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,223,summer,,,,,,,,,,,,,,,,,
140,Eisele,2022-08-11,2022,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,4,6,2,1.889881575,1.8,0,0,0.0,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,223,summer,,,,,,,,,,,,,,,,,
141,Shephard,2022-08-11,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,223,summer,,,,,,,,,,,,,,,,,
142,Chaseholm,2022-08-18,2022,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,4,5,4,3.789291416,3.571428571,2,2,0.5,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,230,summer,,,,,,,,,,,,,,,,,
143,Wallbridge,2022-08-15,2022,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,3,3,2,1.889881575,1.8,2,1,0.333333333,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,227,summer,,,,,,,,,,,,,,,,,
144,JohnK,2022-08-19,2022,0,1,0,0,3,1,0,0,0,0,1,6,0,0,3,0,0,1,,4,12,16,7,5.41243624,4.413793103,12,5,0.416666667,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,231,summer,,,,,,,,,,,,,,,,,
145,Boone,2022-08-19,2022,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,14,15,3,1.624327837,1.315789474,2,2,0.142857143,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,231,summer,,,,,,,,,,,,,,,,,
146,Turner,2022-08-18,2022,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,5,2,7,2,1.818968512,1.689655172,0,0,0.0,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,230,summer,,,,,,,,,,,,,,,,,
147,Kuipers,2022-08-18,2022,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,8,9,3,1.981271689,1.588235294,0,0,0.0,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,230,summer,,,,,,,,,,,,,,,,,
148,Honeyhill,2022-08-18,2022,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,6,8,2,1.754765351,1.6,0,0,0.0,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,230,summer,,,,,,,,,,,,,,,,,
149,Rugenstein,2022-08-18,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,1,1.0,1.0,0,0,,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,230,summer,,,,,,,,,,,,,,,,,
150,Eisele,2022-08-19,2022,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,4,2,6,2,1.889881575,1.8,0,0,0.0,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,231,summer,,,,,,,,,,,,,,,,,
151,Shephard,2022-08-19,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,231,summer,,,,,,,,,,,,,,,,,
152,Chaseholm,2022-08-23,2022,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,1,1.0,1.0,0,0,0.0,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,235,summer,,,,,,,,,,,,,,,,,
153,Wallbridge,2022-08-22,2022,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,0,0,0.0,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,234,summer,,,,,,,,,,,,,,,,,
154,JohnK,2022-08-23,2022,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,,2,3,5,3,2.871745887,2.777777778,3,2,0.666666667,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,235,summer,,,,,,,,,,,,,,,,,
155,Boone,2022-08-23,2022,0,0,0,9,2,0,0,0,0,0,5,0,0,0,3,0,0,1,,4,16,20,5,3.937378609,3.333333333,8,3,0.1875,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,235,summer,,,,,,,,,,,,,,,,,
156,Turner,2022-08-25,2022,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,4,2,6,2,1.889881575,1.8,0,0,0.0,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,237,summer,,,,,,,,,,,,,,,,,
157,Kuipers,2022-08-25,2022,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,3,1,1.0,1.0,0,0,0.0,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,237,summer,,,,,,,,,,,,,,,,,
158,Honeyhill,2022-08-25,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,0,2,1,1.0,1.0,0,0,,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,237,summer,,,,,,,,,,,,,,,,,
159,Rugenstein,2022-08-25,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,2,0,2,1,1.0,1.0,0,0,,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,237,summer,,,,,,,,,,,,,,,,,
160,Eisele,2022-08-25,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,237,summer,,,,,,,,,,,,,,,,,
161,Shephard,2022-08-25,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,237,summer,,,,,,,,,,,,,,,,,
162,Chaseholm,2022-08-29,2022,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,2,2,2,2.0,2.0,0,0,0.0,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,241,summer,,,,,,,,,,,,,,,,,
163,Wallbridge,2022-08-29,2022,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,6,6,2,1.569192583,1.384615385,5,1,0.166666667,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,241,summer,,,,,,,,,,,,,,,,,
164,JohnK,2022-08-31,2022,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,17,3,2.608282241,2.312,13,2,0.117647059,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,243,summer,,,,,,,,,,,,,,,,,
165,Boone,2022-08-31,2022,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,10,10,2,1.384145488,1.219512195,1,1,0.1,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,243,summer,,,,,,,,,,,,,,,,,
166,Turner,2022-08-31,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,243,summer,,,,,,,,,,,,,,,,,
167,Kuipers,2022-08-31,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,243,summer,,,,,,,,,,,,,,,,,
168,Honeyhill,2022-09-01,2022,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,3,4,3,2.828427125,2.666666667,2,1,0.333333333,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,244,summer,,,,,,,,,,,,,,,,,
169,Rugenstein,2022-09-01,2022,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,0,0,0.0,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,244,summer,,,,,,,,,,,,,,,,,
170,Eisele,2022-09-01,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,244,summer,,,,,,,,,,,,,,,,,
171,Shephard,2022-09-01,2022,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,6,2,1.569192583,1.384615385,0,0,0.0,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,244,summer,,,,,,,,,,,,,,,,,
172,Chaseholm,2022-09-05,2022,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,4,2,2.0,2.0,2,1,0.25,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,248,summer,,,,,,,,,,,,,,,,,
173,Wallbridge,2022-09-05,2022,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,,0,25,25,2,1.552194722,1.36761488,0,0,0.0,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,248,summer,,,,,,,,,,,,,,,,,
174,JohnK,2022-09-08,2022,0,0,1,5,0,0,0,0,0,3,0,0,0,0,1,0,0,2,,3,9,12,5,4.154241736,3.6,2,1,0.111111111,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,251,summer,,,,,,,,,,,,,,,,,
175,Boone,2022-09-08,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,1,1.0,1.0,0,0,,3,42.54463393,-74.03369648,25,0,0,0,0,0,0,168,25,0,0,0,0,0,0,0.0,0,0,0.0,17,77,9,2,0,1,1898,69,642,2,186,60,37,3186.51093745,218,0.0684133851347939,2709,0.850146148303471,186,0.0583710533718883,89,0.027930235215581,0.0,0.0,2672,0.8385347022026115,0.8187638615443913,0.9085172016753594,2,5,251,summer,,,,,,,,,,,,,,,,,
176,Turner,2022-09-08,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,1.0,0,0,0.0,4,42.22686594,-76.99705251,11,1,0,0,0,0,0,23,95,0,0,0,0,0,0,0.0,0,0,0.0,3,195,15,4,3,0,1221,323,780,2,514,8,1,3164.22981343,130,0.0410842472465933,2335,0.7379362870830417,514,0.1624407929596074,217,0.0685790896346981,0.0,0.0,2334,0.7376202544119141,0.7344599277006377,0.9003770800426492,2,5,251,summer,,,,,,,,,,,,,,,,,
177,Kuipers,2022-09-08,2022,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,1,1.0,1.0,0,0,0.0,5,42.652411,-78.24775957,228,54,12,0,1,0,0,940,46,4,2,373,0,1,3,0.0,0,0,6.0,0,153,39,8,1,0,733,91,234,1,212,77,3,3186.40465143,1667,0.5231601702727496,1139,0.3574561691305709,212,0.0665326671252686,201,0.0630805004348066,0.0,0.0,1136,0.3565146691240813,0.3320356689553503,0.4239888362558396,2,5,251,summer,,,,,,,,,,,,,,,,,
178,Honeyhill,2022-09-08,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,1,1,1.0,1.0,0,0,,6,42.7876199,-77.6811557,532,187,0,0,1,0,0,160,235,0,0,0,0,0,3,0.0,0,1,0.0,7,250,55,11,0,0,828,1,90,1,822,48,1,3198.1064642,1116,0.3489564880008349,969,0.3029917893125529,822,0.2570270906242708,316,0.0988084679285518,0.0,0.0,968,0.3026791042874626,0.2873575380580352,0.5600188799368238,2,4,251,summer,,,,,,,,,,,,,,,,,
179,Rugenstein,2022-09-08,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,7,43.06299376,-77.30374235,220,42,0,0,8,0,0,7,13,0,0,0,0,1,2,1.0,6,0,3.0,2,445,409,118,59,6,911,6,111,1,495,380,1,3212.7592514099997,301,0.0936889372796603,1416,0.4407426418205948,495,0.1540731692805045,1037,0.322775508169461,0.0,0.0,1415,0.4404313828927554,0.3199741778189064,0.5948158111010995,8,4,251,summer,,,,,,,,,,,,,,,,,
180,Eisele,2022-09-07,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,8,42.15807,-74.802461,5,0,0,0,0,0,0,14,244,0,0,0,0,0,0,0.0,0,0,0.0,1,124,38,10,2,7,1909,92,311,3,415,17,2,3161.355609,263,0.0831921594809741,2341,0.7405051153800774,415,0.1312727991810047,181,0.0572539196427996,0.0,0.0,2339,0.7398724753840243,0.7313318354373084,0.8717779145610821,8,5,250,summer,,,,,,,,,,,,,,,,,
181,Shephard,2022-09-07,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,9,42.322393,-74.891982,10,1,0,0,0,4,0,24,200,0,0,0,0,2,0,0.0,0,0,0.0,0,141,24,7,2,0,1892,17,64,8,805,8,2,3178.430411,241,0.0758235886385747,1991,0.6264098131925406,805,0.2532696632948243,174,0.0547440017556514,0.0,0.0,1989,0.6257805717930504,0.6207466405971284,0.879679476487365,4,5,250,summer,,,,,,,,,,,,,,,,,
182,Chaseholm,2022-09-12,2022,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,4,5,2,1.649384888,1.470588235,0,0,0.0,0,41.98788599,-73.6178036,36,3,0,5,0,1,2,294,401,0,0,0,0,0,7,0.0,7,0,0.0,1,106,63,11,0,1,1305,76,63,5,732,68,1,3156.37008239,749,0.2372979024794386,1519,0.481249017177927,732,0.2319119687783032,181,0.0573443529356186,0.0,0.0,1518,0.4809321975484484,0.4574875449670353,0.7131609859562302,8,4,255,summer,,,,,,,,,,,,,,,,,
183,Wallbridge,2022-09-12,2022,0,0,0,7,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,11,11,3,2.478206949,2.122807018,4,2,0.181818182,1,41.77499761,-73.65156555,71,3,1,0,0,0,0,73,93,0,0,0,4,0,9,0.0,0,0,0.0,10,61,87,14,3,1,1766,14,48,1,752,171,3,3153.12343206,245,0.0777007323940809,2004,0.6355602763989311,752,0.2384936765728524,166,0.0526462105200711,0.0,0.0,2001,0.6346088388594118,0.5797426074137955,0.8740539529717835,4,4,255,summer,,,,,,,,,,,,,,,,,
184,JohnK,2022-09-14,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,,2,42.40061728,-73.99420583,6,1,0,0,0,0,0,67,27,0,0,0,0,0,0,0.0,0,0,0.0,8,79,102,20,0,2,938,705,770,3,270,205,12,3183.4064114499997,101,0.0317270203505043,2635,0.8277296893423646,270,0.0848148068775857,203,0.06376816961537,0.0,0.0,2623,0.8239601423700275,0.7579930703541274,0.9125444962199504,5,5,257,summer,,,,,,,,,,,,,,,,,
