Card ID,Data_Collector,Field ID,Date Placed,Date Collected,N.SCM.M.1,N.SCM.F.1,N.SCM.M.2,N.SCM.F.2,N.D.Florilega.1,N.D.Florilega.2,Initials
24_1597,Katelyn Miller,KAT_HAB_4,4/22/24,4/29/24,16,8,20,9,1,0,EW
24_1751,Katelyn Miller,KAT_HAB_4,4/29/24,5/6/24,,,,,,,
24_1752,Katelyn Miller,KAT_HAB_4,4/29/24,5/6/24,22,3,5,1,4,0,AM
24_1972,Katelyn Miller,KAT_HAB_4,5/6/24,5/13/24,14,10,41,11,0,2,CYC
24_1973,Katelyn Miller,KAT_HAB_4,5/6/24,5/13/24,,,,,,,
24_1994,Katelyn Miller,KAT_HAB_4,5/13/24,5/21/24,2,3,6,0,0,2,AM
24_1995,Katelyn Miller,KAT_HAB_4,5/13/24,5/21/24,,,,,,,
24_2012,Katelyn Miller,KAT_HAB_4,5/21/24,5/28/24,4,1,12,2,0,0,LM
24_2013,Katelyn Miller,KAT_HAB_4,5/21/24,5/28/24,,,,,,,
24_2049,Katelyn Miller,KAT_HAB_4,5/28/24,6/3/24,,,,,,,
24_2050,Katelyn Miller,KAT_HAB_4,5/28/24,6/3/24,,,,,,,
24_2067,Katelyn Miller,KAT_HAB_4,6/3/24,6/10/24,,,,,,,
24_2068,Katelyn Miller,KAT_HAB_4,6/3/24,6/10/24,9,9,12,14,8,12,EW
24_2132,Katelyn Miller,KAT_HAB_4,6/10/24,6/17/24,15,29,10,19,11,7,EAJ
24_2133,Katelyn Miller,KAT_HAB_4,6/10/24,6/17/24,,,,,,,
24_2168,Katelyn Miller,KAT_HAB_4,6/17/24,6/25/24,,,,,,,
24_2169,Katelyn Miller,KAT_HAB_4,6/17/24,6/25/24,5,4,43,38,5,21,AS
24_2176,Katelyn Miller,KAT_HAB_4,6/25/24,7/1/24,50,55,62,49,12,27,AS
24_2177,Katelyn Miller,KAT_HAB_4,6/25/24,7/1/24,,,,,,,
24_2184,Katelyn Miller,KAT_HAB_4,7/1/24,7/8/24,,,,,,,
24_2185,Katelyn Miller,KAT_HAB_4,7/1/24,7/8/24,,,,,,,
24_2267,Katelyn Miller,KAT_HAB_4,7/8/24,7/16/24,,,,,,,
24_2268,Katelyn Miller,KAT_HAB_4,7/8/24,7/16/24,6,9,17,32,6,21,SC
24_2279,Katelyn Miller,KAT_HAB_4,7/16/24,7/23/24,,,,,,,
24_2280,Katelyn Miller,KAT_HAB_4,7/16/24,7/23/24,11,32,10,19,10,4,EW
24_2319,Katelyn Miller,KAT_HAB_4,7/23/24,7/29/24,,,,,,,
24_2320,Katelyn Miller,KAT_HAB_4,7/23/24,7/29/24,8,16,5,10,28,13,EW
24_2381,Katelyn Miller,KAT_HAB_4,7/29/24,8/5/24,,,,,,,
24_2382,Katelyn Miller,KAT_HAB_4,7/29/24,8/5/24,2,12,1,4,6,1,EW
24_2516,Katelyn Miller,KAT_HAB_4,8/5/24,8/12/24,0,14,7,0,11,10,AS
24_2523,Katelyn Miller,KAT_HAB_4,8/12/24,8/19/24,,,,,,,
24_2524,Katelyn Miller,KAT_HAB_4,8/12/24,8/19/24,10,35,15,73,11,34,AS
24_2531,Katelyn Miller,KAT_HAB_4,8/19/24,8/26/24,,,,,,,
24_2532,Katelyn Miller,KAT_HAB_4,8/19/24,8/26/24,18,66,9,29,19,12,SC
24_2539,Katelyn Miller,KAT_HAB_4,8/26/24,9/4/24,,,,,,,
24_2540,Katelyn Miller,KAT_HAB_4,8/26/24,9/4/24,13,6,28,19,4,30,EK
24_2547,Katelyn Miller,KAT_HAB_4,9/4/24,9/9/24,,,,,,,
24_2548,Katelyn Miller,KAT_HAB_4,9/4/24,9/9/24,1,4,4,8,0,1,EW
24_2708,Katelyn Miller,KAT_HAB_4,9/9/24,9/16/24,3,1,4,1,0,1,EK
24_2709,Katelyn Miller,KAT_HAB_4,9/9/24,9/16/24,,,,,,,
24_2716,Katelyn Miller,KAT_HAB_4,9/16/24,9/23/24,14,9,15,6,10,5,EW
24_2717,Katelyn Miller,KAT_HAB_4,9/16/24,9/23/24,,,,,,,
24_2734,Katelyn Miller,KAT_HAB_4,9/23/24,9/30/24,75,31,69,23,11,15,EAJ
24_2735,Katelyn Miller,KAT_HAB_4,9/23/24,9/30/24,,,,,,,
24_2772,Katelyn Miller,KAT_HAB_4,9/30/24,10/7/24,2,0,2,1,0,0,LM
24_2773,Katelyn Miller,KAT_HAB_4,9/30/24,10/7/24,,,,,,,
24_2832,Katelyn Miller,KAT_HAB_4,10/7/24,10/14/24,4,0,2,1,0,2,EAJ
24_2833,Katelyn Miller,KAT_HAB_4,10/7/24,10/14/24,,,,,,,
24_2852,Katelyn Miller,KAT_HAB_4,10/14/24,10/21/24,5,7,11,8,2,0,EW
24_2853,Katelyn Miller,KAT_HAB_4,10/14/24,10/21/24,,,,,,,
24_2860,Katelyn Miller,KAT_HAB_4,10/21/24,10/28/24,2,8,10,6,0,0,EW
24_2861,Katelyn Miller,KAT_HAB_4,10/21/24,10/28/24,,,,,,,
24_2868,Katelyn Miller,KAT_HAB_4,10/28/24,11/4/24,6,12,3,13,1,0,EW
24_2869,Katelyn Miller,KAT_HAB_4,10/28/24,11/4/24,,,,,,,
24_2876,Katelyn Miller,KAT_HAB_4,11/4/24,11/12/24,4,10,1,1,0,0,EW
24_2877,Katelyn Miller,KAT_HAB_4,11/4/24,11/12/24,,,,,,,
24_2884,Katelyn Miller,KAT_HAB_4,11/12/24,11/18/24,1,0,1,0,0,0,EW
24_2885,Katelyn Miller,KAT_HAB_4,11/12/24,11/18/24,,,,,,,
24_2950,Katelyn Miller,KAT_HAB_4,11/18/24,11/25/24,0,1,1,2,0,0,EW
24_2951,Katelyn Miller,KAT_HAB_4,11/18/24,11/25/24,,,,,,,
24_1127,Katelyn Miller,KAT_JEF,3/4/24,3/11/24,,,,,,,
24_1128,Katelyn Miller,KAT_JEF,3/4/24,3/11/24,3,0,0,1,0,0,SC
24_1135,Katelyn Miller,KAT_JEF,3/11/23,3/19/24,,,,,,,
24_1136,Katelyn Miller,KAT_JEF,3/11/23,3/19/24,0,1,0,0,0,0,SN
24_1143,Katelyn Miller,KAT_JEF,3/19/24,3/25/24,,,,,,,
24_1144,Katelyn Miller,KAT_JEF,3/19/24,3/25/24,0,0,0,0,0,0,SN
24_1273,Katelyn Miller,KAT_JEF,3/25/24,4/2/24,,,,,,,
24_1274,Katelyn Miller,KAT_JEF,3/25/24,4/2/24,1,3,0,0,0,0,SN
24_1281,Katelyn Miller,KAT_JEF,4/2/24,4/9/24,,,,,,,
24_1282,Katelyn Miller,KAT_JEF,4/2/24,4/9/24,1,6,0,1,0,0,AM
24_1385,Katelyn Miller,KAT_JEF,4/9/24,4/15/24,,,,,,,
24_1386,Katelyn Miller,KAT_JEF,4/9/24,4/15/24,2,3,0,2,1,0,EK
24_1580,Katelyn Miller,KAT_JEF,4/15/24,4/22/24,3,1,1,3,1,0,EAJ
24_1581,Katelyn Miller,KAT_JEF,4/15/24,4/22/24,,,,,,,
24_1598,Katelyn Miller,KAT_JEF,4/22/24,4/29/24,3,0,1,2,0,0,AM
24_1599,Katelyn Miller,KAT_JEF,4/22/24,4/29/24,,,,,,,
24_1753,Katelyn Miller,KAT_JEF,4/29/24,5/6/24,,,,,,,
24_1754,Katelyn Miller,KAT_JEF,4/29/24,5/6/24,1,2,3,2,0,0,EK
24_1974,Katelyn Miller,KAT_JEF,5/6/24,5/13/24,1,4,0,5,0,0,CYC
24_1975,Katelyn Miller,KAT_JEF,5/6/24,5/13/24,,,,,,,
24_1988,Katelyn Miller,KAT_JEF,5/13/24,5/21/24,4,2,17,4,0,1,CYC
24_1989,Katelyn Miller,KAT_JEF,5/13/24,5/21/24,,,,,,,
24_2006,Katelyn Miller,KAT_JEF,5/21/24,5/31/24,9,9,0,0,1,0,CYC
24_2007,Katelyn Miller,KAT_JEF,5/21/24,5/31/24,,,,,,,
24_2043,Katelyn Miller,KAT_JEF,5/31/24,6/3/24,,,,,,,
24_2044,Katelyn Miller,KAT_JEF,5/31/24,6/3/24,0,1,1,0,2,0,AM
24_2061,Katelyn Miller,KAT_JEF,6/3/24,6/10/24,,,,,,,
24_2062,Katelyn Miller,KAT_JEF,6/3/24,6/10/24,0,0,2,8,1,7,AS
24_2126,Katelyn Miller,KAT_JEF,6/10/24,6/18/24,18,19,4,1,11,1,CYC
24_2127,Katelyn Miller,KAT_JEF,6/10/24,6/18/24,,,,,,,
24_2162,Katelyn Miller,KAT_JEF,6/18/24,6/25/24,0,0,20,23,0,6,CYC
24_2163,Katelyn Miller,KAT_JEF,6/18/24,6/25/24,,,,,,,
24_2170,Katelyn Miller,KAT_JEF,6/25/24,7/1/24,23,13,2,0,14,0,EK
24_2171,Katelyn Miller,KAT_JEF,6/25/24,7/1/24,,,,,,,
24_2178,Katelyn Miller,KAT_JEF,7/1/24,7/8/24,1,1,2,0,1,0,EW
24_2179,Katelyn Miller,KAT_JEF,7/1/24,7/8/24,,,,,,,
24_2261,Katelyn Miller,KAT_JEF,7/8/24,7/16/24,,,,,,,
24_2262,Katelyn Miller,KAT_JEF,7/8/24,7/16/24,0,0,0,0,0,0,AS
24_2273,Katelyn Miller,KAT_JEF,7/16/24,7/23/24,,,,,,,
24_2274,Katelyn Miller,KAT_JEF,7/16/24,7/23/24,0,1,0,0,0,0,LM
24_2313,Katelyn Miller,KAT_JEF,7/23/24,7/29/24,,,,,,,
24_2314,Katelyn Miller,KAT_JEF,7/23/24,7/29/24,0,0,0,0,0,0,AS
24_2375,Katelyn Miller,KAT_JEF,7/29/24,8/5/24,,,,,,,
24_2376,Katelyn Miller,KAT_JEF,7/29/24,8/5/24,0,0,0,0,0,0,SC
24_2510,Katelyn Miller,KAT_JEF,8/5/24,8/12/24,1,0,0,0,0,0,SC
24_2511,Katelyn Miller,KAT_JEF,8/5/24,8/12/24,,,,,,,
24_2517,Katelyn Miller,KAT_JEF,8/12/24,8/19/24,,,,,,,
24_2518,Katelyn Miller,KAT_JEF,8/12/24,8/19/24,0,0,0,0,0,0,AS
24_2525,Katelyn Miller,KAT_JEF,8/19/24,8/26/24,,,,,,,
24_2526,Katelyn Miller,KAT_JEF,8/19/24,8/26/24,0,0,0,0,0,0,LM
24_2533,Katelyn Miller,KAT_JEF,8/26/24,9/4/24,,,,,,,
24_2534,Katelyn Miller,KAT_JEF,8/26/24,9/4/24,0,1,0,0,0,0,LM
24_2541,Katelyn Miller,KAT_JEF,9/4/24,9/9/24,,,,,,,
24_2542,Katelyn Miller,KAT_JEF,9/4/24,9/9/24,0,0,0,0,0,0,EK
24_2702,Katelyn Miller,KAT_JEF,9/9/24,9/16/24,0,0,1,0,0,0,EK
24_2703,Katelyn Miller,KAT_JEF,9/9/24,9/16/24,,,,,,,
24_2710,Katelyn Miller,KAT_JEF,9/16/24,9/23/24,0,0,0,0,0,0,EK
24_2711,Katelyn Miller,KAT_JEF,9/16/24,9/23/24,,,,,,,
24_2728,Katelyn Miller,KAT_JEF,9/23/24,9/30/24,0,0,0,0,0,0,LM
24_2729,Katelyn Miller,KAT_JEF,9/23/24,9/30/24,,,,,,,
24_2766,Katelyn Miller,KAT_JEF,9/30/24,10/7/24,0,2,1,0,1,0,LM
24_2767,Katelyn Miller,KAT_JEF,9/30/24,10/7/24,,,,,,,
24_2826,Katelyn Miller,KAT_JEF,10/7/24,10/14/24,1,3,3,3,0,0,EW
24_2827,Katelyn Miller,KAT_JEF,10/7/24,10/14/24,,,,,,,
24_2854,Katelyn Miller,KAT_JEF,10/14/24,10/21/24,0,1,0,0,1,0,EW
24_2855,Katelyn Miller,KAT_JEF,10/14/24,10/21/24,,,,,,,
24_2862,Katelyn Miller,KAT_JEF,10/21/24,10/30/24,2,1,1,0,0,0,EW
24_2863,Katelyn Miller,KAT_JEF,10/21/24,10/30/24,,,,,,,
24_2870,Katelyn Miller,KAT_JEF,10/30/24,11/4/24,0,1,0,1,0,0,EW
24_2871,Katelyn Miller,KAT_JEF,10/30/24,11/4/24,,,,,,,
24_2878,Katelyn Miller,KAT_JEF,11/4/24,11/12/24,21,4,4,2,0,0,EW
24_2879,Katelyn Miller,KAT_JEF,11/4/24,11/12/24,,,,,,,
24_2886,Katelyn Miller,KAT_JEF,11/12/24,11/18/24,9,6,0,1,0,0,EW
24_2887,Katelyn Miller,KAT_JEF,11/12/24,11/18/24,,,,,,,
24_2944,Katelyn Miller,KAT_JEF,11/18/24,11/25/24,6,0,1,1,0,0,EK
24_2945,Katelyn Miller,KAT_JEF,11/18/24,11/25/24,,,,,,,
24_1129,Katelyn Miller,KAT_JEF_2,3/4/24,3/11/24,,,,,,,
24_1130,Katelyn Miller,KAT_JEF_2,3/4/24,3/11/24,2,2,0,0,0,0,SN
24_1137,Katelyn Miller,KAT_JEF_2,3/11/23,3/19/24,,,,,,,
24_1138,Katelyn Miller,KAT_JEF_2,3/11/23,3/19/24,0,1,0,0,0,0,SN
24_1145,Katelyn Miller,KAT_JEF_2,3/19/24,3/25/24,,,,,,,
24_1146,Katelyn Miller,KAT_JEF_2,3/19/24,3/25/24,0,0,0,0,0,0,SN
24_1275,Katelyn Miller,KAT_JEF_2,3/25/24,4/2/24,,,,,,,
24_1276,Katelyn Miller,KAT_JEF_2,3/25/24,4/2/24,0,0,1,0,0,0,SN
24_1283,Katelyn Miller,KAT_JEF_2,4/2/24,4/9/24,,,,,,,
24_1284,Katelyn Miller,KAT_JEF_2,4/2/24,4/9/24,0,1,0,2,0,0,EK
24_1387,Katelyn Miller,KAT_JEF_2,4/9/24,4/15/24,,,,,,,
24_1388,Katelyn Miller,KAT_JEF_2,4/9/24,4/15/24,3,4,0,3,0,0,AM
24_1582,Katelyn Miller,KAT_JEF_2,4/15/24,4/22/24,3,3,3,0,1,0,EW
24_1583,Katelyn Miller,KAT_JEF_2,4/15/24,4/22/24,,,,,,,
24_1600,Katelyn Miller,KAT_JEF_2,4/22/24,4/29/24,,,,,,,
24_1601,Katelyn Miller,KAT_JEF_2,4/22/24,4/29/24,7,0,2,1,0,0,AM
24_1755,Katelyn Miller,KAT_JEF_2,4/29/24,5/6/24,,,,,,,
24_1756,Katelyn Miller,KAT_JEF_2,4/29/24,5/6/24,1,0,1,2,0,0,EK
24_1976,Katelyn Miller,KAT_JEF_2,5/6/24,5/13/24,12,34,51,94,1,2,CYC
24_1977,Katelyn Miller,KAT_JEF_2,5/6/24,5/13/24,,,,,,,
24_1990,Katelyn Miller,KAT_JEF_2,5/13/24,5/21/24,11,4,0,1,1,1,AS
24_1991,Katelyn Miller,KAT_JEF_2,5/13/24,5/21/24,,,,,,,
24_2008,Katelyn Miller,KAT_JEF_2,5/21/24,5/31/24,7,6,1,5,2,0,CYC
24_2009,Katelyn Miller,KAT_JEF_2,5/21/24,5/31/24,,,,,,,
24_2045,Katelyn Miller,KAT_JEF_2,5/31/24,6/3/24,,,,,,,
24_2046,Katelyn Miller,KAT_JEF_2,5/31/24,6/3/24,1,0,0,0,0,0,AM
24_2063,Katelyn Miller,KAT_JEF_2,6/3/24,6/10/24,,,,,,,
24_2064,Katelyn Miller,KAT_JEF_2,6/3/24,6/10/24,30,19,3,6,6,3,EW
24_2128,Katelyn Miller,KAT_JEF_2,6/10/24,6/18/24,23,31,3,6,6,0,CYC
24_2129,Katelyn Miller,KAT_JEF_2,6/10/24,6/18/24,,,,,,,
24_2164,Katelyn Miller,KAT_JEF_2,6/18/24,6/25/24,3,5,2,6,0,0,EW
24_2165,Katelyn Miller,KAT_JEF_2,6/18/24,6/25/24,,,,,,,
24_2172,Katelyn Miller,KAT_JEF_2,6/25/24,7/1/24,61,36,9,7,9,1,CYC
24_2173,Katelyn Miller,KAT_JEF_2,6/25/24,7/1/24,,,,,,,
24_2180,Katelyn Miller,KAT_JEF_2,7/1/24,7/8/24,7,8,6,2,3,3,AS
24_2181,Katelyn Miller,KAT_JEF_2,7/1/24,7/8/24,,,,,,,
24_2263,Katelyn Miller,KAT_JEF_2,7/8/24,7/16/24,,,,,,,
24_2264,Katelyn Miller,KAT_JEF_2,7/8/24,7/16/24,2,5,2,3,2,0,LM
24_2275,Katelyn Miller,KAT_JEF_2,7/16/24,7/23/24,,,,,,,
24_2276,Katelyn Miller,KAT_JEF_2,7/16/24,7/23/24,,,,,,,
24_2315,Katelyn Miller,KAT_JEF_2,7/23/24,7/29/24,,,,,,,
24_2316,Katelyn Miller,KAT_JEF_2,7/23/24,7/29/24,1,6,0,1,0,0,LXM
24_2377,Katelyn Miller,KAT_JEF_2,7/29/24,8/5/24,,,,,,,
24_2378,Katelyn Miller,KAT_JEF_2,7/29/24,8/5/24,0,0,0,0,0,0,SC
24_2512,Katelyn Miller,KAT_JEF_2,8/5/24,8/12/24,0,0,1,0,0,0,AS
24_2513,Katelyn Miller,KAT_JEF_2,8/5/24,8/12/24,,,,,,,
24_2519,Katelyn Miller,KAT_JEF_2,8/12/24,8/19/24,,,,,,,
24_2520,Katelyn Miller,KAT_JEF_2,8/12/24,8/19/24,0,0,0,0,0,0,EK
24_2527,Katelyn Miller,KAT_JEF_2,8/19/24,8/26/24,,,,,,,
24_2528,Katelyn Miller,KAT_JEF_2,8/19/24,8/26/24,0,0,0,0,0,0,LM
24_2535,Katelyn Miller,KAT_JEF_2,8/26/24,9/4/24,,,,,,,
24_2536,Katelyn Miller,KAT_JEF_2,8/26/24,9/4/24,0,0,0,0,0,0,LM
24_2543,Katelyn Miller,KAT_JEF_2,9/4/24,9/9/24,,,,,,,
24_2544,Katelyn Miller,KAT_JEF_2,9/4/24,9/9/24,0,0,0,0,0,0,EK
24_2704,Katelyn Miller,KAT_JEF_2,9/9/24,9/16/24,,,,,,,
24_2705,Katelyn Miller,KAT_JEF_2,9/9/24,9/16/24,0,0,0,0,0,0,EK
24_2712,Katelyn Miller,KAT_JEF_2,9/16/24,9/23/24,0,0,0,0,0,0,EK
24_2713,Katelyn Miller,KAT_JEF_2,9/16/24,9/23/24,,,,,,,
24_2730,Katelyn Miller,KAT_JEF_2,9/23/24,9/30/24,,,,,,,
24_2731,Katelyn Miller,KAT_JEF_2,9/23/24,9/30/24,,,,,,,
24_2768,Katelyn Miller,KAT_JEF_2,9/30/24,10/7/24,0,1,0,0,0,0,LM
24_2769,Katelyn Miller,KAT_JEF_2,9/30/24,10/7/24,,,,,,,
24_2828,Katelyn Miller,KAT_JEF_2,10/7/24,10/14/24,4,10,2,3,4,4,EW
24_2829,Katelyn Miller,KAT_JEF_2,10/7/24,10/14/24,,,,,,,
24_2856,Katelyn Miller,KAT_JEF_2,10/14/24,10/21/24,0,0,0,1,0,0,EW
24_2857,Katelyn Miller,KAT_JEF_2,10/14/24,10/21/24,,,,,,,
24_2864,Katelyn Miller,KAT_JEF_2,10/21/24,10/30/24,1,2,1,2,0,0,EW
24_2865,Katelyn Miller,KAT_JEF_2,10/21/24,10/30/24,,,,,,,
24_2872,Katelyn Miller,KAT_JEF_2,10/30/24,11/4/24,0,0,0,0,1,0,EW
24_2873,Katelyn Miller,KAT_JEF_2,10/30/24,11/4/24,,,,,,,
24_2880,Katelyn Miller,KAT_JEF_2,11/4/24,11/12/24,1,0,3,1,0,0,EW
24_2881,Katelyn Miller,KAT_JEF_2,11/4/24,11/12/24,,,,,,,
24_2888,Katelyn Miller,KAT_JEF_2,11/12/24,11/18/24,1,1,0,0,0,0,EW
24_2889,Katelyn Miller,KAT_JEF_2,11/12/24,11/18/24,,,,,,,
24_2946,Katelyn Miller,KAT_JEF_2,11/18/24,11/25/24,2,0,2,0,0,0,LM
24_2947,Katelyn Miller,KAT_JEF_2,11/18/24,11/25/24,,,,,,,
24_1293,Katelyn Miller,KAT_MAH,4/1/24,4/9/24,,,,,,,
24_1294,Katelyn Miller,KAT_MAH,4/1/24,4/9/24,0,2,0,2,0,0,AM
24_1397,Katelyn Miller,KAT_MAH,4/9/24,4/15/24,,,,,,,
24_1398,Katelyn Miller,KAT_MAH,4/9/24,4/15/24,2,1,9,10,0,0,CYC
24_1592,Katelyn Miller,KAT_MAH,4/15/24,4/22/24,28,31,44,25,0,0,JRW
24_1593,Katelyn Miller,KAT_MAH,4/15/24,4/22/24,,,,,,,
24_1610,Katelyn Miller,KAT_MAH,4/22/24,4/29/24,6,0,9,7,3,1,EAJ
24_1611,Katelyn Miller,KAT_MAH,4/22/24,4/29/24,,,,,,,
24_1765,Katelyn Miller,KAT_MAH,4/29/24,5/6/24,,,,,,,
24_1766,Katelyn Miller,KAT_MAH,4/29/24,5/6/24,19,13,64,61,0,1,EK
24_1968,Katelyn Miller,KAT_MAH,5/6/24,5/13/24,3,8,8,9,0,0,LM
24_1969,Katelyn Miller,KAT_MAH,5/6/24,5/13/24,,,,,,,
24_1978,Katelyn Miller,KAT_MAH,5/13/24,5/20/24,5,9,23,19,2,8,EW
24_1979,Katelyn Miller,KAT_MAH,5/13/24,5/20/24,,,,,,,
24_1996,Katelyn Miller,KAT_MAH,5/20/24,5/31/24,8,2,32,28,6,20,AS
24_1997,Katelyn Miller,KAT_MAH,5/20/24,5/31/24,,,,,,,
24_2033,Katelyn Miller,KAT_MAH,5/31/24,6/3/24,,,,,,,
24_2034,Katelyn Miller,KAT_MAH,5/31/24,6/3/24,5,4,0,1,1,0,AM
24_2051,Katelyn Miller,KAT_MAH,6/3/24,6/10/24,,,,,,,
24_2052,Katelyn Miller,KAT_MAH,6/3/24,6/10/24,6,2,37,39,0,14,EW
24_2116,Katelyn Miller,KAT_MAH,6/10/24,6/17/24,39,31,4,1,0,0,LM
24_2117,Katelyn Miller,KAT_MAH,6/10/24,6/17/24,,,,,,,
24_1289,Katelyn Miller,KAT_SAU,4/1/24,4/9/24,,,,,,,
24_1290,Katelyn Miller,KAT_SAU,4/1/24,4/9/24,2,1,1,3,0,0,AM
24_1393,Katelyn Miller,KAT_SAU,4/9/24,4/15/24,,,,,,,
24_1394,Katelyn Miller,KAT_SAU,4/9/24,4/15/24,9,9,3,0,0,0,EK
24_1588,Katelyn Miller,KAT_SAU,4/15/24,4/22/24,1,3,22,32,0,0,EW
24_1589,Katelyn Miller,KAT_SAU,4/15/24,4/22/24,,,,,,,
24_1606,Katelyn Miller,KAT_SAU,4/22/24,4/29/24,9,7,9,11,0,0,EW
24_1607,Katelyn Miller,KAT_SAU,4/22/24,4/29/24,,,,,,,
24_1761,Katelyn Miller,KAT_SAU,4/29/24,5/6/24,,,,,,,
24_1762,Katelyn Miller,KAT_SAU,4/29/24,5/6/24,24,14,17,27,0,1,EK
24_1960,Katelyn Miller,KAT_SAU,5/6/24,5/13/24,37,39,4,5,1,0,AS
24_1961,Katelyn Miller,KAT_SAU,5/6/24,5/13/24,,,,,,,
24_1980,Katelyn Miller,KAT_SAU,5/13/24,5/20/24,4,2,0,2,0,0,SC
24_1981,Katelyn Miller,KAT_SAU,5/13/24,5/20/24,,,,,,,
24_1998,Katelyn Miller,KAT_SAU,5/20/24,5/31/24,2,6,3,3,0,1,AM
24_1999,Katelyn Miller,KAT_SAU,5/20/24,5/31/24,,,,,,,
24_2035,Katelyn Miller,KAT_SAU,5/31/24,6/3/24,,,,,,,
24_2036,Katelyn Miller,KAT_SAU,5/31/24,6/3/24,0,0,0,1,0,0,AM
24_2053,Katelyn Miller,KAT_SAU,6/3/24,6/10/24,,,,,,,
24_2054,Katelyn Miller,KAT_SAU,6/3/24,6/10/24,33,30,2,5,9,0,EK
24_2118,Katelyn Miller,KAT_SAU,6/10/24,6/17/24,3,0,7,6,0,0,AM
24_2119,Katelyn Miller,KAT_SAU,6/10/24,6/17/24,,,,,,,
24_1291,Katelyn Miller,KAT_SAU_3,4/1/24,4/9/24,,,,,,,
24_1292,Katelyn Miller,KAT_SAU_3,4/1/24,4/9/24,0,1,0,0,0,0,AM
24_1395,Katelyn Miller,KAT_SAU_3,4/9/24,4/15/24,,,,,,,
24_1396,Katelyn Miller,KAT_SAU_3,4/9/24,4/15/24,7,3,17,7,0,0,AS
24_1590,Katelyn Miller,KAT_SAU_3,4/15/24,4/22/24,51,50,41,49,0,0,JRW
24_1591,Katelyn Miller,KAT_SAU_3,4/15/24,4/22/24,,,,,,,
24_1608,Katelyn Miller,KAT_SAU_3,4/22/24,4/29/24,4,1,6,5,0,1,JRW
24_1609,Katelyn Miller,KAT_SAU_3,4/22/24,4/29/24,,,,,,,
24_1763,Katelyn Miller,KAT_SAU_3,4/29/24,5/6/24,,,,,,,
24_1764,Katelyn Miller,KAT_SAU_3,4/29/24,5/6/24,11,7,5,3,2,1,LXM
24_1962,Katelyn Miller,KAT_SAU_3,5/6/24,5/13/24,6,10,1,2,0,0,CYC
24_1963,Katelyn Miller,KAT_SAU_3,5/6/24,5/13/24,,,,,,,
24_1982,Katelyn Miller,KAT_SAU_3,5/13/24,5/20/24,0,6,0,4,0,0,AM
24_1983,Katelyn Miller,KAT_SAU_3,5/13/24,5/20/24,,,,,,,
24_2000,Katelyn Miller,KAT_SAU_3,5/20/24,5/31/24,1,0,0,0,0,0,EK
24_2001,Katelyn Miller,KAT_SAU_3,5/20/24,5/31/24,,,,,,,
24_2037,Katelyn Miller,KAT_SAU_3,5/31/24,6/3/24,,,,,,,
24_2038,Katelyn Miller,KAT_SAU_3,5/31/24,6/3/24,2,1,0,1,0,0,CYC
24_2055,Katelyn Miller,KAT_SAU_3,6/3/24,6/10/24,,,,,,,
24_2056,Katelyn Miller,KAT_SAU_3,6/3/24,6/10/24,13,15,13,16,2,4,EK
24_2120,Katelyn Miller,KAT_SAU_3,6/10/24,6/17/24,3,5,14,13,4,5,EW
24_2121,Katelyn Miller,KAT_SAU_3,6/10/24,6/17/24,11,14,10,16,9,4,EW
24_1285,Katelyn Miller,KAT_TEE,4/1/24,4/9/24,,,,,,,
24_1286,Katelyn Miller,KAT_TEE,4/1/24,4/9/24,1,0,0,1,0,0,AM
24_1389,Katelyn Miller,KAT_TEE,4/9/24,4/15/24,,,,,,,
24_1390,Katelyn Miller,KAT_TEE,4/9/24,4/15/24,1,4,2,5,0,0,EK
24_1584,Katelyn Miller,KAT_TEE,4/15/24,4/22/24,3,4,0,0,0,0,SC
24_1585,Katelyn Miller,KAT_TEE,4/15/24,4/22/24,,,,,,,
24_1602,Katelyn Miller,KAT_TEE,4/22/24,4/29/24,3,12,3,6,0,1,AM
24_1603,Katelyn Miller,KAT_TEE,4/22/24,4/29/24,,,,,,,
24_1757,Katelyn Miller,KAT_TEE,4/29/24,5/6/24,,,,,,,
24_1758,Katelyn Miller,KAT_TEE,4/29/24,5/6/24,4,2,11,1,0,1,AM
24_1964,Katelyn Miller,KAT_TEE,5/6/24,5/13/24,10,6,76,47,1,1,CYC
24_1965,Katelyn Miller,KAT_TEE,5/6/24,5/13/24,,,,,,,
24_1984,Katelyn Miller,KAT_TEE,5/13/24,5/20/24,13,8,4,2,0,0,CYC
24_1985,Katelyn Miller,KAT_TEE,5/13/24,5/20/24,,,,,,,
24_2002,Katelyn Miller,KAT_TEE,5/20/24,5/28/24,1,4,4,7,0,0,EW
24_2003,Katelyn Miller,KAT_TEE,5/20/24,5/28/24,,,,,,,
24_2039,Katelyn Miller,KAT_TEE,5/28/24,6/3/24,,,,,,,
24_2040,Katelyn Miller,KAT_TEE,5/28/24,6/3/24,1,2,24,4,0,0,CYC
24_2057,Katelyn Miller,KAT_TEE,6/3/24,6/10/24,0,1,20,8,0,0,AM
24_2058,Katelyn Miller,KAT_TEE,6/3/24,6/10/24,1,1,21,4,0,2,AM
24_2122,Katelyn Miller,KAT_TEE,6/10/24,6/17/24,19,5,1,1,0,0,SC
24_2123,Katelyn Miller,KAT_TEE,6/10/24,6/17/24,,,,,,,
24_1287,Katelyn Miller,KAT_TEE_2,4/1/24,4/9/24,,,,,,,
