Title,Author,Year,Country,Continent,Climate,Comparison,Response,Response Category,Local Factor,Local Strategy,Local Effect,Landscape,Landscape Gradient,Minimum Complexity,Maximum Complexity,Landscape Effect,Interaction Details,Interaction Effect,Description
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Species richness (weevil specialists),Pest,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,Negative,NS,NS,
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Species richness (weevil generalists),Pest,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,Negative,NS,NS,"Species richness of generalists correlated negatively, but more strongly with grassland coverage"
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Abundance (carabid specialists),Natural enemy,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,NS,NS,NS,
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Abundance (carabid generalists),Natural enemy,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,NS,NS,NS,
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Abundance (leaf beetle specialists),Pest,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,NS,NS,NS,
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Abundance (leaf beetle generalists),Pest,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,Negative,NS,NS,
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Abundance (weevil specialists),Pest,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,NS,NS,NS,
Responses of grassland specialist and generalist beetles to management and landscape complexity,Batáry et al.,2007,Hungary,Europe,,Conventional,Abundance (weevil generalists),Pest,Extensive grazing,Intensity,NS,The percentage cover of grassland within a radius of 500 m around the study fields was used as a simple measure of landscape complexity as in other study.,30-97% grassland,30,97,Negative,NS,NS,
Rubber agroforestry in Thailand provides some biodiversity benefits without reducing yields,Warren-Thomas et al.,2019,Thailand,Asia,,Conventional,Butterfly species richness,Pollinator,Agroforestry,Diversity,Positive,Plots were clustered into 600 × 600 m ‘blocks’ (n = 23) for which landscape composition data were collected. Each block contained two or three plots with centroids 200–400 m apart.,0-51% natural forest,0,51,Positive,"Positive in agroforestry in more complex landscapes, no effect in monoculture in more simple landscapes.",More positive local effect in complex landscapes,"Butterfly richness was greater in AF than MO (Figure 4c, f), and was affected by an interaction between plot type (AF or MO) and forest extent.

Within AF, butterfly richness increased with natural forest extent, but not in MO."
Scale-dependent environmental filtering of ground-dwelling predators in winter wheat and adjacent set-aside areas in Hungary,Ruzickova et al. ,2020,Hungary,Europe,,Contol,Carabid species richness ,Natural enemy,No NPK fertilizer,Intensity,Negative,"In 1 km radius around the experimental winter wheat fields, we estimated the complexity of landscape using a GIS database implemented by local authorities.","<20%  semi-natural = simple, >20% semi-natural = complex",,,Positive,NS,NS,"Although the inorganic fertilizer reduced species richness of carabids by 35.3% (Fig. 4a), their activity density remained unaffected.

At the landscape scale, carabid species richness was 18.7% lower in complex landscapes than in the simple ones, while their activity density was reduced by 27.8%."
Scale-dependent environmental filtering of ground-dwelling predators in winter wheat and adjacent set-aside areas in Hungary,Ruzickova et al. ,2020,Hungary,Europe,,Contol,Carabid activity-density,Natural enemy,No NPK fertilizer,Intensity,NS,"In 1 km radius around the experimental winter wheat fields, we estimated the complexity of landscape using a GIS database implemented by local authorities.","<20%  semi-natural = simple, >20% semi-natural = complex",,,Positive,NS,NS,"Although the inorganic fertilizer reduced species richness of carabids by 35.3% (Fig. 4a), their activity density remained unaffected.

At the landscape scale, carabid species richness was 18.7% lower in complex landscapes than in the simple ones, while their activity density was reduced by 27.8%."
Scale-dependent environmental filtering of ground-dwelling predators in winter wheat and adjacent set-aside areas in Hungary,Ruzickova et al. ,2020,Hungary,Europe,,Contol,Spider species richness,Natural enemy,No NPK fertilizer,Intensity,NS,"In 1 km radius around the experimental winter wheat fields, we estimated the complexity of landscape using a GIS database implemented by local authorities.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,"Spider species richness as well as activity density was significantly affected only at the between-field scale.

Fertilizer treatment, soil properties or landscape complexity had no impact on the examined characteristics of spider assemblages."
Scale-dependent environmental filtering of ground-dwelling predators in winter wheat and adjacent set-aside areas in Hungary,Ruzickova et al. ,2020,Hungary,Europe,,Contol,Spider activity-density,Natural enemy,No NPK fertilizer,Intensity,NS,"In 1 km radius around the experimental winter wheat fields, we estimated the complexity of landscape using a GIS database implemented by local authorities.","<20%  semi-natural = simple, >20% semi-natural = complex",,,NS,NS,NS,"Spider species richness as well as activity density was significantly affected only at the between-field scale.

Fertilizer treatment, soil properties or landscape complexity had no impact on the examined characteristics of spider assemblages."
"Size, age and surrounding semi-natural habitats modulate the effectiveness of flower-rich agri-environment schemes to promote pollinator visitation in crop fields",Krimmer et al.,2019,Germany,Europe,,Conventional,Pollinator abundance,Pollinator,"Flower field age (new, refreshed, continuous)",Floral,Negative,The four fields of a specific type size combination were each located in landscapes with differing amounts of semi-natural habitat (SNH) (3.6–31.6%) in 1 km radius around the flower field.,3-30% semi-natural habitat,3,30,NS,NS,NS,"There were no effects of any of the tested two-way interactions or semi natural habitat (SNH) on overall pollinator abundance.

However, there was a clear effect of the type of flower field on pollinator abundance (χ2 = 16.402, χ2 df = 3, p-value < 0.001) and a post-hoc analysis showed that new flower fields (13.0 ± 3.5) and refreshed flower fields (7.1 ± 1.3) had significantly higher abundances of pollinators than continuous flower fields (2.5 ± 0.4) and calcareous grassland."
"Size, age and surrounding semi-natural habitats modulate the effectiveness of flower-rich agri-environment schemes to promote pollinator visitation in crop fields",Krimmer et al.,2019,Germany,Europe,,Conventional,Flower visits to neighboring crops,Pollinator,"Flower field age (new, refreshed, continuous)",Floral,NS,The four fields of a specific type size combination were each located in landscapes with differing amounts of semi-natural habitat (SNH) (3.6–31.6%) in 1 km radius around the flower field.,3-30% semi-natural habitat,3,30,NS,"Positive for small flower fields in more complex landscapes, no effect for larger fields. ",More positive local effect in complex landscapes,"Additionally, next to small flower fields, flower visitation in OSR increased with increasing amount of SNH in the landscape, while flower visitation was not affected by SNH next to large flower fields."
Small-scale traditional maize farming fosters greater arthropod diversity value than conventional maize farming,Otieno et al. ,2021,Kenya,Africa,,Conventional,Ant species richness,Arthropod,Traditional farm,Intensity,NS,The amount of maize cover that intercepted the 500 m buffer was calculated and compared to the total area of the buffer to get percentage maize cover. ,0-65% non-maize,0,65,Negative,"Conventional positive in more simple landscapes, traditional negative in more simple landscapes. ",More negative local effect in simple landscapes,"Ant species richness was positively correlated to percentage maize cover (Fig. 3a), although this was primarily driven by ants in the conventional farms."
Small-scale traditional maize farming fosters greater arthropod diversity value than conventional maize farming,Otieno et al. ,2021,Kenya,Africa,,Conventional,Predator species richness,Natural enemy,Traditional farm,Intensity,NS,The amount of maize cover that intercepted the 500 m buffer was calculated and compared to the total area of the buffer to get percentage maize cover. ,0-65% non-maize,0,65,NS,NS,NS,
Small-scale traditional maize farming fosters greater arthropod diversity value than conventional maize farming,Otieno et al. ,2021,Kenya,Africa,,Conventional,Herbivore species richness,Pest,Traditional farm,Intensity,Negative,The amount of maize cover that intercepted the 500 m buffer was calculated and compared to the total area of the buffer to get percentage maize cover. ,0-65% non-maize,0,65,NS,NS,NS,Herbivore species richness and evenness was highest in traditional farms compared to conventional farms for all seasons.
Small-scale traditional maize farming fosters greater arthropod diversity value than conventional maize farming,Otieno et al. ,2021,Kenya,Africa,,Conventional,Ant abundance,Arthropod,Traditional farm,Intensity,NS,The amount of maize cover that intercepted the 500 m buffer was calculated and compared to the total area of the buffer to get percentage maize cover. ,0-65% non-maize,0,65,NS,"Conventional no response in more simple landscapes, traditional positive in more simple landscapes. ",More positive local effect in simple landscapes,Ant abundance only positively responded to maize cover on traditional farms and not conventional farms.
Small-scale traditional maize farming fosters greater arthropod diversity value than conventional maize farming,Otieno et al. ,2021,Kenya,Africa,,Conventional,Predator abundance,Natural enemy,Traditional farm,Intensity,Positive,The amount of maize cover that intercepted the 500 m buffer was calculated and compared to the total area of the buffer to get percentage maize cover. ,0-65% non-maize,0,65,Positive,NS,NS,Abundance was positively correlated with percentage maize cover for predators and herbivores overall.
Small-scale traditional maize farming fosters greater arthropod diversity value than conventional maize farming,Otieno et al. ,2021,Kenya,Africa,,Conventional,Herbivore abundance,Pest,Traditional farm,Intensity,Negative,The amount of maize cover that intercepted the 500 m buffer was calculated and compared to the total area of the buffer to get percentage maize cover. ,0-65% non-maize,0,65,Negative,NS,NS,Abundance was positively correlated with percentage maize cover for predators and herbivores overall.
Soil arthropod community in the olive agroecosystem: Determined by environment and farming practices in different management systems and agroecological zones,Gkisakis et al. ,2016,Greece,Europe,,Conventional,Arthropod abundance,Arthropod,Organic,Intensity,NS,"Landscape complexity, defined as the proportion (%) of semi-natural habitats (SNH) surrounding the olive orchards, was measured in a radius of 200 m from the orchard centre, using official topographical maps and Quantum GIS 2.0.1 (QGIS) software.",2.9-35.8% semi-natural habitats,2.9,35.8,NS,NS,NS,"Values of arthropod catches fluctuated among olive orchards, but the differences of abundance were not statistically significant, neither between management systems nor between agroecological zones, in all sampling seasons. "
Soil arthropod community in the olive agroecosystem: Determined by environment and farming practices in different management systems and agroecological zones,Gkisakis et al. ,2016,Greece,Europe,,Conventional,Functional arthropods,Arthropod,Organic,Intensity,NS,"Landscape complexity, defined as the proportion (%) of semi-natural habitats (SNH) surrounding the olive orchards, was measured in a radius of 200 m from the orchard centre, using official topographical maps and Quantum GIS 2.0.1 (QGIS) software.",2.9-35.8% semi-natural habitats,2.9,35.8,NS,NS,NS,Statistical differences of functional arthropods between management systems and between agroecological zones were not significant in any of the seasons.
Soil management shapes ecosystem service provision and trade-offs in agricultural landscapes,Tambuini et al. ,2016,Italy,Europe,,Conventional,Predator abundance,Natural enemy,Conservation tillage,Intensity,Positive,"We therefore selected and measured two landscape variables at two scales: the proportion of semi-natural habitats (forest patches, hedgerows, tree lines, field margins and grasslands) and the proportion of arable land (annual and perennial crops and intensive meadows; electronic supplementary material, figure S1) at 0.5 and 1 km radii around fields. ",1.2-22.4% semi-natural habitats,1.2,22.4,Positive,NS,NS,"Compared with conventional tillage, conservation tillage generally displayed higher SOM content (figure 1c), P saturation (figure 1d), weed species richness and cover (figure 1e and 1f) and predator abundance (figure 1g; for details about weed and pest control results, see the electronic supplementary material).

High proportion of semi-natural areas (1 km) reduced disease incidence and increased predator abundance, whereas high proportion of arable land (1 km) reduced aphid parasitism rate. "
Soil management shapes ecosystem service provision and trade-offs in agricultural landscapes,Tambuini et al. ,2016,Italy,Europe,,Conventional,Grain yield,Crop,Conservation tillage,Intensity,NS,"We therefore selected and measured two landscape variables at two scales: the proportion of semi-natural habitats (forest patches, hedgerows, tree lines, field margins and grasslands) and the proportion of arable land (annual and perennial crops and intensive meadows; electronic supplementary material, figure S1) at 0.5 and 1 km radii around fields. ",1.2-22.4% semi-natural habitats,1.2,22.4,NS,NS,NS,"Grain yield, disease incidence and aphid parasitism rate showed no difference between the two tillage systems."
Soil management shapes ecosystem service provision and trade-offs in agricultural landscapes,Tambuini et al. ,2016,Italy,Europe,,Conventional,Aphid parasitism,Pest,Conservation tillage,Intensity,NS,"We therefore selected and measured two landscape variables at two scales: the proportion of semi-natural habitats (forest patches, hedgerows, tree lines, field margins and grasslands) and the proportion of arable land (annual and perennial crops and intensive meadows; electronic supplementary material, figure S1) at 0.5 and 1 km radii around fields. ",1.2-22.4% semi-natural habitats,1.2,22.4,Positive,NS,NS,"Grain yield, disease incidence and aphid parasitism rate showed no difference between the two tillage systems.

High proportion of arable land (1 km) reduced aphid parasitism rate."
Species’ traits influence ground beetle responses to farm and landscape level agricultural intensification in Europe,Winqvist et al. ,2014,Multiple,Europe,,Conventional,Species richness (ground beetles),Natural enemy,Organic,Intensity,NS,Landscape measures were calculated in butter zones with a 1000 m radius around each sampling point. Used proportion of arable land as a measure pf landscape complexity. [Inverted to make non-arable],10-60% non-arable land,10,60,NS,NS,NS,"The overall species richness and abundance of ground beetles did not differ between organic and conventional farms.

The complexity of the surrounding landscape did not affect the overall species richness of ground beetles, but ground beetle abundances increased with an increase in the proportion of arable land."
Species’ traits influence ground beetle responses to farm and landscape level agricultural intensification in Europe,Winqvist et al. ,2014,Multiple,Europe,,Conventional,Abundance (ground beetles),Natural enemy,Organic,Intensity,NS,Landscape measures were calculated in butter zones with a 1000 m radius around each sampling point. Used proportion of arable land as a measure pf landscape complexity. [Inverted to make non-arable],10-60% non-arable land,10,60,Negative,NS,NS,"The overall species richness and abundance of ground beetles did not differ between organic and conventional farms.

The complexity of the surrounding landscape did not affect the overall species richness of ground beetles, but ground beetle abundances increased with an increase in the proportion of arable land."
"Spider diversity in cereal fields: comparing factors at local, landscape and regional scales",Clough et al. ,2005,Germany,Europe,,Conventional,Spider activity-density,Natural enemy,Organic,Intensity,NS,"We used percentage non-crop as an indicator of the amount and diversity of perennial habitats (grasslands, fallows, woodlands, hedges) in the landscape.",10-70% non-crop area,10,70,NS,NS,NS,"Non-significant interactions (α > 0.05) were discarded using a manual stepwise backward selection procedure.

No differences in activity density and diversity were found between organic and conventional fields."
"Spider diversity in cereal fields: comparing factors at local, landscape and regional scales",Clough et al. ,2005,Germany,Europe,,Conventional,Spider species richness,Natural enemy,Organic,Intensity,NS,"We used percentage non-crop as an indicator of the amount and diversity of perennial habitats (grasslands, fallows, woodlands, hedges) in the landscape.",10-70% non-crop area,10,70,Positive,NS,NS,"Non-significant interactions (α > 0.05) were discarded using a manual stepwise backward selection procedure.

The number of species found in the most heterogeneous landscapes was 25% higher than that in the simple ones

No differences in activity density and diversity were found between organic and conventional fields."
"Spider diversity in cereal fields: comparing factors at local, landscape and regional scales",Clough et al. ,2005,Germany,Europe,,Conventional,Rarefied species richness,Arthropod,Organic,Intensity,NS,"We used percentage non-crop as an indicator of the amount and diversity of perennial habitats (grasslands, fallows, woodlands, hedges) in the landscape.",10-70% non-crop area,10,70,Positive,NS,NS,"Non-significant interactions (α > 0.05) were discarded using a manual stepwise backward selection procedure.

No differences in activity density and diversity were found between organic and conventional fields."
"Sweep netting samples, but not sticky trap samples, indicate beneficial arthropod abundance is negatively associated with landscape wide insecticide use",Bakker et al. ,2022,Netherlands,Europe,,Conventional,Predator abundance,Natural enemy,Organic,Intensity,NS,"Six land use categories were used to describe land cover within a 1 km radius scale around each sampling site: (a) organic agriculture (including organic orchards); (b) conventional agriculture (including conventional orchards); (c) herbaceous SNH (including extensively managed perennial grassland, nature areas/reserves, flower strips, grassy field margins, road verges and railway embankments); (d) wooded habitats; (e) intensively managed grasslands (annual and perennial) and (f) urban area.",(no range provided) herbaceous semi-natural habitat,,,NS,NS,NS,Predator and parasitoid abundance were not significantly associated with management type.
"Sweep netting samples, but not sticky trap samples, indicate beneficial arthropod abundance is negatively associated with landscape wide insecticide use",Bakker et al. ,2022,Netherlands,Europe,,Conventional,Parasitoid abundance,Natural enemy,Organic,Intensity,NS,"Six land use categories were used to describe land cover within a 1 km radius scale around each sampling site: (a) organic agriculture (including organic orchards); (b) conventional agriculture (including conventional orchards); (c) herbaceous SNH (including extensively managed perennial grassland, nature areas/reserves, flower strips, grassy field margins, road verges and railway embankments); (d) wooded habitats; (e) intensively managed grasslands (annual and perennial) and (f) urban area.",(no range provided) herbaceous semi-natural habitat,,,NS,NS,NS,Predator and parasitoid abundance were not significantly associated with management type.
"Sweep netting samples, but not sticky trap samples, indicate beneficial arthropod abundance is negatively associated with landscape wide insecticide use",Bakker et al. ,2022,Netherlands,Europe,,Conventional,Pollinator abundance,Pollinator,Organic,Intensity,Positive,"Six land use categories were used to describe land cover within a 1 km radius scale around each sampling site: (a) organic agriculture (including organic orchards); (b) conventional agriculture (including conventional orchards); (c) herbaceous SNH (including extensively managed perennial grassland, nature areas/reserves, flower strips, grassy field margins, road verges and railway embankments); (d) wooded habitats; (e) intensively managed grasslands (annual and perennial) and (f) urban area.",(no range provided) herbaceous semi-natural habitat,,,NS,NS,NS,Pollinator abundance in sweep net samples was negatively associated with conventional management in the adjacent field.
"Sweep netting samples, but not sticky trap samples, indicate beneficial arthropod abundance is negatively associated with landscape wide insecticide use",Bakker et al. ,2022,Netherlands,Europe,,Conventional,Predator abundance,Natural enemy,Organic,Intensity,NS,"Six land use categories were used to describe land cover within a 1 km radius scale around each sampling site: (a) organic agriculture (including organic orchards); (b) conventional agriculture (including conventional orchards); (c) herbaceous SNH (including extensively managed perennial grassland, nature areas/reserves, flower strips, grassy field margins, road verges and railway embankments); (d) wooded habitats; (e) intensively managed grasslands (annual and perennial) and (f) urban area.",(no range provided) woody semi-natural habitat,,,NS,NS,NS,Predator and parasitoid abundance were not significantly associated with management type.
"Sweep netting samples, but not sticky trap samples, indicate beneficial arthropod abundance is negatively associated with landscape wide insecticide use",Bakker et al. ,2022,Netherlands,Europe,,Conventional,Parasitoid abundance,Natural enemy,Organic,Intensity,NS,"Six land use categories were used to describe land cover within a 1 km radius scale around each sampling site: (a) organic agriculture (including organic orchards); (b) conventional agriculture (including conventional orchards); (c) herbaceous SNH (including extensively managed perennial grassland, nature areas/reserves, flower strips, grassy field margins, road verges and railway embankments); (d) wooded habitats; (e) intensively managed grasslands (annual and perennial) and (f) urban area.",(no range provided) woody semi-natural habitat,,,NS,NS,NS,Predator and parasitoid abundance were not significantly associated with management type.
"Sweep netting samples, but not sticky trap samples, indicate beneficial arthropod abundance is negatively associated with landscape wide insecticide use",Bakker et al. ,2022,Netherlands,Europe,,Conventional,Pollinator abundance,Pollinator,Organic,Intensity,Positive,"Six land use categories were used to describe land cover within a 1 km radius scale around each sampling site: (a) organic agriculture (including organic orchards); (b) conventional agriculture (including conventional orchards); (c) herbaceous SNH (including extensively managed perennial grassland, nature areas/reserves, flower strips, grassy field margins, road verges and railway embankments); (d) wooded habitats; (e) intensively managed grasslands (annual and perennial) and (f) urban area.",(no range provided) woody semi-natural habitat,,,NS,NS,NS,Pollinator abundance in sweep net samples was negatively associated with conventional management in the adjacent field.
Testing scale-dependent effects of seminatural habitats on farmland biodiversity,Dainese et al. ,2015,Italy,Europe,,Control,Butterfly species richness,Pollinator,"Field margin complexity low to high (grass, simple hedgerow, complex hedgerow)",Structure,Positive,"(1) simple cells characterized by a low percentage of seminatural habitats (<3%), (2) cells with intermediate characteristics between those of the previous and the next class (percentage of seminatural habitats 8–12%), and (3) complex cells characterized by a high percentage of seminatural habitats (>20%). ",1-30% semi-natural habitat,1,30,Positive,NS,NS,"In GLMMs, we found no interactions between field boundary type and landscape variables for the three investigated groups. 

For butterflies and tachinids, complex hedgerows yielded higher species richness.

Effect of proportion of seminatural habitats had a marginal support for both plant and tachinid species richness, while for butterflies, we found a positive effect of the proportion of forest within landscape at 0.5 km."
Testing scale-dependent effects of seminatural habitats on farmland biodiversity,Dainese et al. ,2015,Italy,Europe,,Control,Tachinid species richness,Natural enemy,"Field margin complexity low to high (grass, simple hedgerow, complex hedgerow)",Structure,Positive,"(1) simple cells characterized by a low percentage of seminatural habitats (<3%), (2) cells with intermediate characteristics between those of the previous and the next class (percentage of seminatural habitats 8–12%), and (3) complex cells characterized by a high percentage of seminatural habitats (>20%). ",1-30% semi-natural habitat,1,30,NS,NS,NS,"For butterflies and tachinids, complex hedgerows yielded higher species richness.

Effect of proportion of seminatural habitats had a marginal support for both plant and tachinid species richness, while for butterflies, we found a positive effect of the proportion of forest within landscape at 0.5 km.

In GLMMs, we found no interactions between field boundary type and landscape variables for the three investigated groups. "
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Pest abundance (aphids),Pest,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,See table.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Natural enemy abundance (carabids),Natural enemy,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,See table.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Natural enemy abundance (staphylinids),Natural enemy,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,See table.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Natural enemy abundance (lycosids),Natural enemy,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,Positive,NS,NS,Local semi natural habitat also had a significant positive effect on Lycosids.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Natural enemy abundance (Linyphiids),Natural enemy,Hedgerow (bad quality vs. good quality),Structure,Positive,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,"Hedge quality significantly affected Linyphiids, with more found in traps associated with good quality hedgerows."
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Pollinator abundance (total bees),Pollinator,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,Negative,NS,NS,A significant effect of percent semi-natural habitat on total bees was also found with a negative correlation between abundance and semi-natural habitat.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Pollinator abundance (honeybees),Pollinator,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,See table.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Pollinator abundance (solitary bees),Pollinator,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,See table.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Pollinator abundance (hoverfly),Pollinator,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,See table.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Pollinator abundance (Bombus sp.),Pollinator,Hedgerow (bad quality vs. good quality),Structure,Positive,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,More than twice as many bumblebees were observed on transects near good quality hedges (1.31 SE ± 0.35) compared to poor quality ones.
The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context,Garratt et al. ,2017,England,Europe,,Control,Percentage parasitsm,Natural enemy,Hedgerow (bad quality vs. good quality),Structure,NS,"The local landscape surrounding these hedgerows was characterized at a 500 m radius considering the percentage (%) area of semi-natural habitat based on the UK Government’s Priority Habitat Inventory (Natural England, 2014) which includes deciduous woodland, good quality semi-improved grassland, lowland calcareous grassland and lowland meadow. ","Low semi-natural habitat = 0.0–4.71%, high semi-natural habitat = 9.89–41.97%",0,41.97,NS,NS,NS,"No effect of distance (Estimate: −0.004, z = −1.17, p = 0.24), hedge quality (Estimate: −0.085, z = −0.48, p = 0.63) or semi-natural habitat (Estimate: 0.007, z = 1.04, p = 0.30) on percentage parasitism was found."
The effect of organic farming on butterfly diversity depends on landscape context,Rundlöf et al. ,2006,Sweden,Europe,,Conventional,Species richness (butterflies),Pollinator,Organic,Intensity,Positive,"The three landscape measures (proportion of arable land, mean field size and proportion of pasture of all agricultural land) were calculated in ArcView GIS 3·2 using agricultural statistics from the Swedish Board of Agriculture (Jönköping) within a 1-km radius circle from the centre of the farm unit. ",25.1-88.8% non-arable land,25.1,88.8,Positive,More positive local effect (organic) in more simple landscapes. ,More positive local effect in simple landscapes,"Both species richness and abundance of butterflies were significantly larger if the farm was under organic management and was significantly higher in the more heterogeneous landscapes.

Farming practice significantly affected butterfly species richness in the homogeneous (F1,5·1 = 27·10, P= 0·0033) but not in the heterogeneous landscapes."
