site,pest,crop,state_province,date,count,latitude,longitude
Sylvite KB 9,Western Bean Cutworm (WBC),Field Corn,ON,8/16/22,11,42.576,-82.079
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,7/6/22,0,42.57,-82.224
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,7/12/22,20,42.57,-82.224
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,7/19/22,81,42.57,-82.224
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,7/26/22,122,42.57,-82.224
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,8/2/22,18,42.57,-82.224
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,8/9/22,4,42.57,-82.224
Sylvite KB 10,Western Bean Cutworm (WBC),Field Corn,ON,8/16/22,3,42.57,-82.224
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,7/6/22,0,42.538,-82.195
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,7/12/22,1,42.538,-82.195
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,7/19/22,80,42.538,-82.195
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,7/26/22,120,42.538,-82.195
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,8/2/22,40,42.538,-82.195
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,8/9/22,6,42.538,-82.195
Sylvite KB 11,Western Bean Cutworm (WBC),Field Corn,ON,8/16/22,1,42.538,-82.195
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,7/6/22,0,42.508,-82.188
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,7/12/22,0,42.508,-82.188
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,7/12/22,15,42.508,-82.188
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,7/26/22,45,42.508,-82.188
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,8/2/22,21,42.508,-82.188
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,8/9/22,2,42.508,-82.188
Sylvite KB 12,Western Bean Cutworm (WBC),Field Corn,ON,8/16/22,2,42.508,-82.188
Pioneer Hi-Bred - Petker Farms,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,165,42.59,-80.506
Pioneer Hi-Bred - Petker Farms,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,150,42.59,-80.506
Pioneer Hi-Bred - Petker Farms,Western Bean Cutworm (WBC),Field Corn,ON,8/1/22,142,42.59,-80.506
Pioneer Hi-Bred - Petker Farms,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,14,42.59,-80.506
Pioneer Hi-Bred - Petker Farms,Western Bean Cutworm (WBC),Field Corn,ON,8/15/22,8,42.59,-80.506
Pioneer - Petker Farms #2,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,110,42.619,-80.481
Pioneer - Petker Farms #2,Western Bean Cutworm (WBC),Field Corn,ON,8/1/22,166,42.619,-80.481
Pioneer - Petker Farms #2,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,6,42.619,-80.481
Pioneer - Petker Farms #2,Western Bean Cutworm (WBC),Field Corn,ON,8/15/22,7,42.619,-80.481
Pioneer - Petker Farms #3,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,98,42.662,-80.659
Pioneer - Petker Farms #3,Western Bean Cutworm (WBC),Field Corn,ON,8/1/22,210,42.662,-80.659
Pioneer - Petker Farms #3,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,16,42.662,-80.659
Pioneer - Petker Farms #3,Western Bean Cutworm (WBC),Field Corn,ON,8/15/22,4,42.662,-80.659
Pioneer - Petker Farms #4,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,135,42.761,-80.531
Pioneer - Petker Farms #4,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,236,42.761,-80.531
Pioneer - Petker Farms #4,Western Bean Cutworm (WBC),Field Corn,ON,8/1/22,290,42.761,-80.531
Pioneer - Petker Farms #4,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,42,42.761,-80.531
Pioneer - Petker Farms #4,Western Bean Cutworm (WBC),Field Corn,ON,8/15/22,5,42.761,-80.531
Pioneer - Petker Farms #5,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,55,42.667,-80.449
Pioneer - Petker Farms #5,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,97,42.667,-80.449
Pioneer - Petker Farms #5,Western Bean Cutworm (WBC),Field Corn,ON,8/1/22,272,42.667,-80.449
Pioneer - Petker Farms #5,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,21,42.667,-80.449
Pioneer - Petker Farms #5,Western Bean Cutworm (WBC),Field Corn,ON,8/15/22,3,42.667,-80.449
Pioneer - Petker Farms #6,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,75,42.744,-80.472
Pioneer - Petker Farms #6,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,190,42.744,-80.472
Pioneer - Petker Farms #6,Western Bean Cutworm (WBC),Field Corn,ON,8/1/22,272,42.744,-80.472
Pioneer - Petker Farms #6,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,36,42.744,-80.472
Pioneer - Petker Farms #6,Western Bean Cutworm (WBC),Field Corn,ON,8/15/22,7,42.744,-80.472
Sylvite KB 13,Western Bean Cutworm (WBC),Field Corn,ON,7/8/22,0,42.435,-82.017
Sylvite KB 13,Western Bean Cutworm (WBC),Field Corn,ON,7/15/22,6,42.435,-82.017
Sylvite KB 13,Western Bean Cutworm (WBC),Field Corn,ON,7/22/22,44,42.435,-82.017
Sylvite KB 13,Western Bean Cutworm (WBC),Field Corn,ON,7/29/22,60,42.435,-82.017
hiway corn,Western Bean Cutworm (WBC),Field Corn,ON,7/21/22,8,43.276,-81.454
river beans,Western Bean Cutworm (WBC),Dry Beans,ON,7/21/22,12,43.265,-81.515
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,7/15/22,6,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,8,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,7/22/22,22,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,7/29/22,124,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,8/5/22,78,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,8/12/22,10,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Field Corn,ON,8/19/22,14,43.316,-81.51
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,7/15/22,7,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,7/18/22,1,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,7/22/22,42,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,7/29/22,218,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,8/5/22,155,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,8/12/22,47,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,8/19/22,41,43.315,-81.508
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,7/22/22,218,43.667,-81.383
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,7/29/22,933,43.667,-81.383
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,8/5/22,871,43.667,-81.383
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,8/12/22,558,43.667,-81.383
Huron Research Station,Western Bean Cutworm (WBC),Dry Beans,ON,8/19/22,426,43.667,-81.383
Fields,Western Bean Cutworm (WBC),Dry Beans,MI,7/6/22,0,43.516,-84.769
Fields,Western Bean Cutworm (WBC),Dry Beans,MI,6/30/22,1,43.516,-84.769
Fields,Western Bean Cutworm (WBC),Dry Beans,MI,7/6/22,0,43.516,-84.769
Fields,Western Bean Cutworm (WBC),Dry Beans,MI,7/13/22,6,43.516,-84.769
Fields,Western Bean Cutworm (WBC),Dry Beans,MI,7/20/22,34,43.516,-84.769
Fields,Western Bean Cutworm (WBC),Dry Beans,MI,7/27/22,175,43.516,-84.769
Sanders,Western Bean Cutworm (WBC),Dry Beans,MI,6/30/22,0,43.527,-84.646
Sanders,Western Bean Cutworm (WBC),Dry Beans,MI,7/6/22,1,43.527,-84.646
Sanders,Western Bean Cutworm (WBC),Dry Beans,MI,7/13/22,1,43.527,-84.646
Sanders,Western Bean Cutworm (WBC),Dry Beans,MI,7/20/22,42,43.527,-84.646
Sanders,Western Bean Cutworm (WBC),Dry Beans,MI,7/27/22,210,43.527,-84.646
Murphy,Western Bean Cutworm (WBC),Field Corn,MI,6/30/22,1,43.621,-84.887
Murphy,Western Bean Cutworm (WBC),Field Corn,MI,7/6/22,7,43.621,-84.887
Murphy,Western Bean Cutworm (WBC),Field Corn,MI,7/13/22,32,43.621,-84.887
Murphy,Western Bean Cutworm (WBC),Field Corn,MI,7/20/22,38,43.621,-84.887
Murphy,Western Bean Cutworm (WBC),Field Corn,MI,7/27/22,83,43.621,-84.887
AD1,Western Bean Cutworm (WBC),Field Corn,MI,7/5/22,13,41.861,-86.154
AD1,Western Bean Cutworm (WBC),Field Corn,MI,7/11/22,143,41.861,-86.154
AD2,Western Bean Cutworm (WBC),Field Corn,MI,7/5/22,67,41.864,-86.141
AD2,Western Bean Cutworm (WBC),Field Corn,MI,7/11/22,88,41.864,-86.141
AD3,Western Bean Cutworm (WBC),Field Corn,MI,7/5/22,1,41.828,-86.496
AD3,Western Bean Cutworm (WBC),Field Corn,MI,7/11/22,37,41.828,-86.496
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,7/12/22,0,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,7/19/22,0,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,7/26/22,3,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/3/22,8,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/10/22,32,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/15/22,12,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/22/22,2,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,9/8/22,0,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/29/22,0,45.55,-61.916
Overmars WBC,Western Bean Cutworm (WBC),Field Corn,NS,9/12/22,0,45.55,-61.916
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,7/12/22,0,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,7/19/22,1,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,7/26/22,6,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/3/22,32,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/10/22,63,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/15/22,27,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/22/22,31,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,9/8/22,0,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/29/22,0,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,8/29/22,0,45.601,-61.762
Swinkels WBC,Western Bean Cutworm (WBC),Field Corn,NS,9/12/22,0,45.601,-61.762
WBC Saint-André SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/26/22,45,45.553,-74.276
WBC Saint-André SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/31/22,210,45.553,-74.276
WBC Saint-André SSL,Western Bean Cutworm (WBC),Field Corn,QC,8/5/22,126,45.553,-74.276
WBC Brownsburg SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/26/22,45,45.608,-74.419
WBC Brownsburg SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/31/22,70,45.608,-74.419
WBC St-Benoit SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/26/22,18,45.583,-74.078
WBC St-Benoit SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/31/22,136,45.583,-74.078
WBC Saint-Canut SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/26/22,2,45.737,-74.044
WBC Saint-Canut SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/31/22,11,45.737,-74.044
WBC Saint-Canut SSL,Western Bean Cutworm (WBC),Field Corn,QC,8/8/22,3,45.737,-74.044
WBC SADP SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/26/22,16,45.769,-73.849
WBC SADP SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/31/22,235,45.769,-73.849
WBC Saint-Esprit SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/26/22,26,45.898,-73.601
WBC Saint-Esprit SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/28/22,30,45.898,-73.601
WBC Saint-Esprit SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/28/22,30,45.898,-73.601
WBC Saint-Esprit SSL,Western Bean Cutworm (WBC),Field Corn,QC,7/29/22,76,45.898,-73.601
WBC Saint-Esprit SSL,Western Bean Cutworm (WBC),Field Corn,QC,8/2/22,369,45.898,-73.601
WBC Saint-Esprit SSL,Western Bean Cutworm (WBC),Field Corn,QC,8/8/22,273,45.898,-73.601
Meadow Brook Farm,Western Bean Cutworm (WBC),Dry Beans,ON,7/21/22,2,43.127,-81.524
Meadow Brook Farm,Western Bean Cutworm (WBC),Dry Beans,ON,7/29/22,62,43.127,-81.524
Meadow Brook Farm,Western Bean Cutworm (WBC),Dry Beans,ON,8/4/22,48,43.127,-81.524
Meadow Brook Farm,Western Bean Cutworm (WBC),Dry Beans,ON,8/11/22,23,43.127,-81.524
Meadow Brook Farm,Western Bean Cutworm (WBC),Dry Beans,ON,8/18/22,18,43.127,-81.524
Meadow Brook Farm,Western Bean Cutworm (WBC),Dry Beans,ON,8/26/22,9,43.127,-81.524
Schoffield Corner,Western Bean Cutworm (WBC),Dry Beans,ON,7/21/22,56,43.198,-81.73
Schoffield Corner,Western Bean Cutworm (WBC),Dry Beans,ON,7/29/22,400,43.198,-81.73
Schoffield Corner,Western Bean Cutworm (WBC),Dry Beans,ON,8/4/22,337,43.198,-81.73
Schoffield Corner,Western Bean Cutworm (WBC),Dry Beans,ON,8/11/22,87,43.198,-81.73
Schoffield Corner,Western Bean Cutworm (WBC),Dry Beans,ON,8/18/22,62,43.198,-81.73
Schoffield Corner,Western Bean Cutworm (WBC),Dry Beans,ON,8/25/22,22,43.198,-81.73
Robb Farm East,Western Bean Cutworm (WBC),Dry Beans,ON,7/21/22,2,43.074,-81.439
Robb Farm East,Western Bean Cutworm (WBC),Dry Beans,ON,7/29/22,106,43.074,-81.439
Robb Farm East,Western Bean Cutworm (WBC),Dry Beans,ON,8/4/22,96,43.074,-81.439
Robb Farm East,Western Bean Cutworm (WBC),Dry Beans,ON,8/11/22,20,43.074,-81.439
Robb Farm East,Western Bean Cutworm (WBC),Dry Beans,ON,8/18/22,1,43.074,-81.439
Robb Farm East,Western Bean Cutworm (WBC),Dry Beans,ON,8/26/22,0,43.074,-81.439
Jonny K,Western Bean Cutworm (WBC),Dry Beans,ON,7/21/22,16,43.063,-81.633
Jonny K,Western Bean Cutworm (WBC),Dry Beans,ON,7/29/22,91,43.063,-81.633
Jonny K,Western Bean Cutworm (WBC),Dry Beans,ON,8/4/22,94,43.063,-81.633
Jonny K,Western Bean Cutworm (WBC),Dry Beans,ON,8/11/22,44,43.063,-81.633
Jonny K,Western Bean Cutworm (WBC),Dry Beans,ON,8/18/22,18,43.063,-81.633
Jonny K,Western Bean Cutworm (WBC),Dry Beans,ON,8/25/22,7,43.063,-81.633
Burford 2,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,5,43.085,-80.421
Burford 2,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,643,43.085,-80.421
Burford 3,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,17,43.075,-80.395
Burford 3,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,368,43.075,-80.395
Burford 1,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,1,43.177,-80.454
Burford 1,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,112,43.177,-80.454
Rader - Dry Bean,Western Bean Cutworm (WBC),Dry Beans,MI,7/13/22,0,43.425,-85.362
Rader - Corn,Western Bean Cutworm (WBC),Field Corn,MI,7/13/22,0,43.439,-85.348
Kent,Western Bean Cutworm (WBC),Dry Beans,MI,7/22/22,16,43.954,-83.001
Kent,Western Bean Cutworm (WBC),Dry Beans,MI,7/27/22,8,43.954,-83.001
Kent,Western Bean Cutworm (WBC),Dry Beans,MI,8/3/22,22,43.954,-83.001
Kent,Western Bean Cutworm (WBC),Dry Beans,MI,8/9/22,6,43.954,-83.001
Kent,Western Bean Cutworm (WBC),Dry Beans,MI,8/16/22,6,43.954,-83.001
Kent,Western Bean Cutworm (WBC),Dry Beans,MI,9/6/22,4,43.954,-83.001
Domm Trap,Western Bean Cutworm (WBC),Field Corn,ON,7/14/22,38,43.374,-80.395
Domm Trap,Western Bean Cutworm (WBC),Field Corn,ON,7/21/22,136,43.374,-80.395
Domm Trap,Western Bean Cutworm (WBC),Field Corn,ON,7/29/22,174,43.374,-80.395
Domm Trap,Western Bean Cutworm (WBC),Field Corn,ON,8/4/22,203,43.374,-80.395
Domm Trap,Western Bean Cutworm (WBC),Field Corn,ON,8/12/22,84,43.374,-80.395
Domm Trap,Western Bean Cutworm (WBC),Field Corn,ON,8/19/22,7,43.374,-80.395
Gralex Agronomy,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,8,42.942,-79.592
Munn trap,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,46,43.411,-81.52
Munn trap,Western Bean Cutworm (WBC),Field Corn,ON,8/12/22,0,43.411,-81.52
salverda trap,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,83,43.661,-81.51
Line 53 Monkton,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,0,43.581,-81.109
Line 53 Monkton,Western Bean Cutworm (WBC),Field Corn,ON,7/27/22,117,43.581,-81.109
Line 53 Monkton,Western Bean Cutworm (WBC),Field Corn,ON,8/3/22,149,43.581,-81.109
Line 53 Monkton,Western Bean Cutworm (WBC),Field Corn,ON,8/11/22,43,43.581,-81.109
Line 53 Monkton,Western Bean Cutworm (WBC),Field Corn,ON,8/17/22,24,43.581,-81.109
Line 53 Monkton,Western Bean Cutworm (WBC),Field Corn,ON,8/26/22,15,43.581,-81.109
MacDonald Line Howick,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,0,43.827,-81.155
MacDonald Line Howick,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,33,43.827,-81.155
MacDonald Line Howick,Western Bean Cutworm (WBC),Field Corn,ON,8/3/22,36,43.827,-81.155
MacDonald Line Howick,Western Bean Cutworm (WBC),Field Corn,ON,8/11/22,15,43.827,-81.155
MacDonald Line Howick,Western Bean Cutworm (WBC),Field Corn,ON,8/18/22,17,43.827,-81.155
MacDonald Line Howick,Western Bean Cutworm (WBC),Field Corn,ON,8/26/22,37,43.827,-81.155
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,7/15/22,0,43.617,-80.349
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,7/22/22,1,43.617,-80.349
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,7/26/22,42,43.617,-80.349
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,8/3/22,137,43.617,-80.349
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,8/12/22,63,43.617,-80.349
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,8/18/22,43,43.617,-80.349
Ponsonby,Western Bean Cutworm (WBC),Field Corn,ON,8/26/22,2,43.617,-80.349
Dufferin County Rd 25,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,3,44.037,-80.349
Dufferin County Rd 25,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,2,44.037,-80.349
Dufferin County Rd 25,Western Bean Cutworm (WBC),Field Corn,ON,8/3/22,13,44.037,-80.349
Dufferin County Rd 25,Western Bean Cutworm (WBC),Field Corn,ON,8/12/22,28,44.037,-80.349
Dufferin County Rd 25,Western Bean Cutworm (WBC),Field Corn,ON,8/17/22,8,44.037,-80.349
Roest wbc trap,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,120,43.781,-81.706
Genoch trap,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,75,43.51,-81.699
Shawn ryan trap,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,12,43.275,-81.594
Scott Malone trap,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,160,43.515,-81.354
Coulson Corner,Western Bean Cutworm (WBC),Field Corn,ON,7/22/22,10,44.578,-79.606
Coulson Corner,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,210,44.578,-79.606
Coulson Corner,Western Bean Cutworm (WBC),Field Corn,ON,8/5/22,235,44.578,-79.606
Coulson Corner,Western Bean Cutworm (WBC),Field Corn,ON,8/12/22,138,44.578,-79.606
Bogue WBC,Western Bean Cutworm (WBC),Sweet Corn,ON,7/14/22,4,42.871,-81.148
Bogue WBC,Western Bean Cutworm (WBC),Sweet Corn,ON,7/18/22,27,42.871,-81.148
Bogue WBC,Western Bean Cutworm (WBC),Sweet Corn,ON,7/26/22,101,42.871,-81.148
Paris,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,0,43.193,-80.355
Paris,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,100,43.193,-80.355
Middleport,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,1,43.092,-80.045
Boston,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,1,42.991,-80.188
Boston,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,145,42.991,-80.188
Agris Muirkirk South,Western Bean Cutworm (WBC),Field Corn,ON,7/22/22,34,42.467,-81.761
Agris Muirkirk South,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,94,42.467,-81.761
Agris Muirkirk South,Western Bean Cutworm (WBC),Field Corn,ON,8/2/22,506,42.467,-81.761
Agris Muirkirk South,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,183,42.467,-81.761
Waterford,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,18,42.917,-80.259
Waterford,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,133,42.917,-80.259
Agris Muirkirk North,Western Bean Cutworm (WBC),Field Corn,ON,7/22/22,137,42.521,-81.773
Agris Muirkirk North,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,362,42.521,-81.773
Agris Muirkirk North,Western Bean Cutworm (WBC),Field Corn,ON,8/2/22,675,42.521,-81.773
Agris Muirkirk North,Western Bean Cutworm (WBC),Field Corn,ON,8/8/22,106,42.521,-81.773
Tillsonburg,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,83,42.886,-80.594
Tillsonburg,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,310,42.886,-80.594
Princeton,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,209,43.178,-80.522
HBC Belgrave 1,Western Bean Cutworm (WBC),Field Corn,ON,7/25/22,60,43.83,-81.404
HBC Belgrave 1,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,60,43.83,-81.404
HBC Belgrave 2,Western Bean Cutworm (WBC),Field Corn,ON,7/26/22,200,43.878,-81.381
HBC Belgrave 2,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,280,43.878,-81.381
Vanessa,Western Bean Cutworm (WBC),Field Corn,ON,7/18/22,57,43.005,-80.382
Vanessa,Western Bean Cutworm (WBC),Field Corn,ON,7/28/22,376,43.005,-80.382
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,38.795,-83.547
Adams Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/15/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,38.795,-83.547
Adams Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,38.795,-83.547
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/22/22,1,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,6/29/22,0,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/20/22,3,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,7/27/22,0,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/3/22,1,40.731,-84.056
Allen Cty WBC 1,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/22/22,0,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,6/29/22,2,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/6/22,0,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/13/22,0,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/20/22,1,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,7/27/22,1,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/3/22,0,40.731,-84.056
Allen Cty WBC 2,Western Bean Cutworm (WBC),Other,OH,8/10/22,0,40.731,-84.056
